work_id,doi,title,abstract,publication_year,publication_date,type,language,cited_by_count,open_access_is_oa,open_access_oa_status,source_name,source_type,source_issn_l,source_issn,multi_institution,multi_country,authors_count,institutions_count,concepts_list,venue_issn_list,is_scopus_indexed,scimago_quartile
https://openalex.org/W3153990350,https://doi.org/10.1007/s12525-021-00475-2,Machine learning and deep learning,,2021,2021-04-08,article,en,2080,True,hybrid,Electronic Markets,journal,1019-6781,"['10196781', '14228890']",True,False,6,6,Data Stream Mining Techniques;Anomaly Detection Techniques and Applications;Machine Learning and Data Classification,10196781;14228890,True,
https://openalex.org/W3140854437,https://doi.org/10.1186/s40537-021-00444-8,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",,2021,2021-03-31,article,en,6476,True,gold,Journal Of Big Data,journal,2196-1115,['21961115'],True,True,10,10,Computer science;Artificial intelligence;Field (mathematics);Deep learning;Convolutional neural network;Machine learning;Data science;Point (geometry);Matching (statistics);Geometry;Pure mathematics;Statistics;Mathematics;Advanced Neural Network Applications;COVID-19 diagnosis using AI;Anomaly Detection Techniques and Applications,21961115,True,
https://openalex.org/W4360620450,https://doi.org/10.1016/j.ijinfomgt.2023.102642,"Opinion Paper: “So what if ChatGPT wrote it?” Multidisciplinary perspectives on opportunities, challenges and implications of generative conversational AI for research, practice and policy",,2023,2023-03-11,article,en,2928,True,hybrid,International Journal of Information Management,journal,0268-4012,"['18734707', '02684012']",True,True,73,214,"Transformative learning;Generative grammar;Knowledge management;Hospitality;Engineering ethics;Sociology;Tourism;Public relations;Political science;Computer science;Engineering;Artificial intelligence;Law;Pedagogy;Artificial Intelligence in Healthcare and Education;AI in Service Interactions;FinTech, Crowdfunding, Digital Finance",18734707;02684012,True,Q1
https://openalex.org/W3039448353,https://doi.org/10.1109/tpami.2020.3005434,Deep Learning for 3D Point Clouds: A Survey,,2020,2020-06-29,article,en,1965,False,closed,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,0162-8828,"['19393539', '21609292', '01628828']",True,True,6,8,Point cloud;Deep learning;Artificial intelligence;Computer science;Segmentation;Point (geometry);Object detection;Machine learning;Data science;Computer vision;Mathematics;Geometry;3D Shape Modeling and Analysis;3D Surveying and Cultural Heritage;Remote Sensing and LiDAR Applications,19393539;21609292;01628828,True,
https://openalex.org/W4386693657,https://doi.org/10.1007/s12599-023-00834-7,Generative AI,,2023,2023-09-12,article,en,754,True,hybrid,Business & Information Systems Engineering,journal,1867-0202,"['23637005', '18670202']",True,False,4,4,Conceptualization;Generative grammar;Computer science;Context (archaeology);Term (time);Information system;Focus (optics);Data science;Artificial intelligence;Engineering;Quantum mechanics;Biology;Paleontology;Optics;Physics;Electrical engineering;AI in Service Interactions;Scientific Computing and Data Management;Ethics and Social Impacts of AI,23637005;18670202,True,
https://openalex.org/W4323655724,https://doi.org/10.1016/j.lindif.2023.102274,ChatGPT for good? On opportunities and challenges of large language models for education,,2023,2023-03-09,article,en,3570,True,green,Learning and Individual Differences,journal,1041-6080,"['18733425', '10416080']",True,False,23,21,Curriculum;Computer science;Field (mathematics);Engineering ethics;Knowledge management;Management science;Psychology;Pedagogy;Engineering;Pure mathematics;Mathematics;Artificial Intelligence in Healthcare and Education;Topic Modeling;Online Learning and Analytics,18733425;10416080,True,
https://openalex.org/W3000065748,https://doi.org/10.1002/widm.1355,Educational data mining and learning analytics: An updated survey,,2020,2020-01-13,article,en,819,True,green,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,journal,1942-4787,"['19424795', '19424787']",False,False,2,2,Data science;Learning analytics;Computer science;Analytics;Big data;Educational data mining;Data analysis;Software analytics;Cultural analytics;Educational research;World Wide Web;Semantic analytics;Data mining;Software;Sociology;Social science;Data Web;Software system;Software construction;Web service;Programming language;Online Learning and Analytics;Software System Performance and Reliability;Artificial Intelligence in Healthcare,19424795;19424787,True,
https://openalex.org/W3014974815,https://doi.org/10.1038/s41592-020-01008-z,nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,,2020,2020-12-07,article,en,6552,True,green,Nature Methods,journal,1548-7091,"['15487091', '15487105']",True,True,10,12,Cell Image Analysis Techniques;Advanced Neural Network Applications;Machine Learning in Materials Science,15487091;15487105,True,
https://openalex.org/W3016970897,https://doi.org/10.1038/s42256-020-00257-z,Shortcut learning in deep neural networks,,2020,2020-11-10,article,en,1478,True,green,Nature Machine Intelligence,journal,2522-5839,['25225839'],True,True,7,9,Artificial intelligence;Computer science;Deep learning;Transferability;Benchmarking;Machine learning;Artificial neural network;Deep neural networks;Robustness (evolution);Perspective (graphical);Management;Biochemistry;Logit;Chemistry;Economics;Gene;Adversarial Robustness in Machine Learning;Anomaly Detection Techniques and Applications;Machine Learning and Data Classification,25225839,True,Q1
https://openalex.org/W3128451613,,Photonics for artificial intelligence and neuromorphic computing,,2021,2021-01-01,article,en,1406,False,closed,Oxford University Research Archive (ORA) (University of Oxford),repository,,[],True,True,7,7,Neuromorphic engineering;Biophotonics;Photonics;Computer science;Artificial intelligence;Artificial neural network;Physics;Optoelectronics;Neural Networks and Reservoir Computing;Optical Network Technologies;Advanced Memory and Neural Computing,,False,
https://openalex.org/W3096230432,https://doi.org/10.1038/s41566-020-00754-y,Photonics for artificial intelligence and neuromorphic computing,,2021,2021-01-29,article,en,1397,True,green,Nature Photonics,journal,1749-4885,"['17494885', '17494893']",True,True,14,9,Neural Networks and Reservoir Computing;Optical Network Technologies;Advanced Memory and Neural Computing,17494885;17494893,True,
https://openalex.org/W4383913712,https://doi.org/10.1111/1748-8583.12524,Human resource management in the age of generative artificial intelligence: Perspectives and research directions on ChatGPT,,2023,2023-07-01,article,en,594,True,hybrid,Human Resource Management Journal,journal,0954-5395,"['09545395', '17488583']",True,True,23,29,Generative grammar;Context (archaeology);Stakeholder;Scholarship;Realm;Knowledge management;Sociology;Engineering ethics;Political science;Artificial intelligence;Public relations;Computer science;Engineering;Law;Biology;Paleontology;Artificial Intelligence in Healthcare and Education;AI and HR Technologies;Ethics and Social Impacts of AI,09545395;17488583,True,
https://openalex.org/W3100777112,https://doi.org/10.1016/j.ymssp.2020.107398,1D convolutional neural networks and applications: A survey,,2022,2022-04-26,article,en,2310,False,closed,Qatar University QSpace (Qatar University),repository,,[],True,True,6,6,Convolutional neural network;Computer science;Deep learning;Artificial intelligence;Benchmark (surveying);Anomaly detection;Field (mathematics);Identification (biology);Machine learning;Computer engineering;Pattern recognition (psychology);Mathematics;Geography;Biology;Pure mathematics;Geodesy;Botany;Advanced Neural Network Applications;Anomaly Detection Techniques and Applications;Industrial Vision Systems and Defect Detection,,False,
https://openalex.org/W4288039037,https://doi.org/10.1007/s10915-022-01939-z,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,,2022,2022-07-26,article,en,1618,True,hybrid,Journal of Scientific Computing,journal,0885-7474,"['08857474', '15737691']",True,True,6,6,Artificial neural network;Collocation (remote sensing);Partial differential equation;Function (biology);Computer science;Finite element method;Range (aeronautics);Artificial intelligence;Applied mathematics;Mathematics;Mathematical optimization;Machine learning;Physics;Mathematical analysis;Engineering;Thermodynamics;Biology;Evolutionary biology;Aerospace engineering;Model Reduction and Neural Networks;Nanofluid Flow and Heat Transfer;Heat Transfer and Optimization,08857474;15737691,True,
https://openalex.org/W3190730109,https://doi.org/10.1016/j.neucom.2021.05.103,"An introduction to Deep Learning in Natural Language Processing: Models, techniques, and tools",,2021,2021-07-22,article,en,584,False,closed,Neurocomputing,journal,0925-2312,"['18728286', '09252312']",True,True,3,4,Computer science;Deep learning;Artificial intelligence;Natural language processing;Focus (optics);Machine learning;Optics;Physics;Topic Modeling;Natural Language Processing Techniques;Advanced Text Analysis Techniques,18728286;09252312,True,Q1
https://openalex.org/W3186179742,https://doi.org/10.1126/science.abj8754,Accurate prediction of protein structures and interactions using a three-track neural network,,2021,2021-07-15,article,en,5102,True,gold,Science,journal,0036-8075,"['10959203', '00368075']",True,True,32,40,CASP;Protein structure prediction;Artificial neural network;Computer science;Folding (DSP implementation);Artificial intelligence;Sequence (biology);Protein folding;Deep learning;Protein structure;Computational biology;Machine learning;Chemistry;Biology;Engineering;Biochemistry;Electrical engineering;Protein Structure and Dynamics;Enzyme Structure and Function;RNA and protein synthesis mechanisms,10959203;00368075,True,
https://openalex.org/W3009311085,https://doi.org/10.1016/j.comcom.2020.02.069,Applications of Artificial Intelligence and Machine learning in smart cities,,2020,2020-03-01,article,en,673,True,green,Computer Communications,journal,0140-3664,"['1873703X', '01403664']",True,True,4,4,Computer science;Smart city;Reinforcement learning;Information and Communications Technology;Urbanization;Energy consumption;Computer security;Artificial intelligence;Telecommunications;Engineering management;Internet of Things;World Wide Web;Engineering;Economic growth;Economics;Electrical engineering;Traffic Prediction and Management Techniques;Human Mobility and Location-Based Analysis;Smart Cities and Technologies,1873703X;01403664,True,
https://openalex.org/W3079760979,https://doi.org/10.1016/j.compag.2020.105709,Crop yield prediction using machine learning: A systematic literature review,,2020,2020-08-18,article,en,1436,True,hybrid,Computers and Electronics in Agriculture,journal,0168-1699,"['01681699', '18727107']",True,True,3,3,Artificial intelligence;Machine learning;Deep learning;Computer science;Convolutional neural network;Artificial neural network;Support vector machine;Yield (engineering);Metallurgy;Materials science;Smart Agriculture and AI;Hydrological Forecasting Using AI;Greenhouse Technology and Climate Control,01681699;18727107,True,
https://openalex.org/W2992584342,https://doi.org/10.3390/su12020492,"Artificial Intelligence and Machine Learning Applications in Smart Production: Progress, Trends, and Directions",,2020,2020-01-08,article,en,625,True,gold,Sustainability,journal,2071-1050,['20711050'],True,False,5,5,Scopus;Artificial intelligence;Industry 4.0;Computer science;Sustainability;Field (mathematics);Manufacturing;Applications of artificial intelligence;Engineering management;Data science;Knowledge management;Engineering;Business;Marketing;Political science;Law;Ecology;Biology;Embedded system;Pure mathematics;Mathematics;MEDLINE;Industrial Vision Systems and Defect Detection;Digital Transformation in Industry;Advanced Statistical Process Monitoring,20711050,True,
https://openalex.org/W4319460874,https://doi.org/10.2196/45312,How Does ChatGPT Perform on the United States Medical Licensing Examination (USMLE)? The Implications of Large Language Models for Medical Education and Knowledge Assessment,,2023,2023-02-08,article,en,1770,True,gold,JMIR Medical Education,journal,2369-3762,['23693762'],True,True,7,9,Interpretability;United States Medical Licensing Examination;Computer science;Set (abstract data type);Medical education;Artificial intelligence;Medical school;Medicine;Programming language;Artificial Intelligence in Healthcare and Education;Topic Modeling;Innovations in Medical Education,23693762,True,
https://openalex.org/W4327518740,https://doi.org/10.5114/biolsport.2023.125623,From human writing to artificial intelligence generated text: examining the prospects and potential threats of ChatGPT in academic writing,,2023,2023-01-01,article,en,613,True,gold,Biology of Sport,journal,0860-021X,"['0860021X', '20831862']",True,True,4,7,Academic writing;Computer science;Artificial intelligence;Psychology;Mathematics education;Artificial Intelligence in Healthcare and Education;COVID-19 diagnosis using AI,0860021X;20831862,True,
https://openalex.org/W4304943299,https://doi.org/10.1007/s10639-022-11316-w,Ethical principles for artificial intelligence in education,,2022,2022-10-13,article,en,786,True,hybrid,Education and Information Technologies,journal,1360-2357,"['13602357', '15737608']",True,True,5,5,Autonomy;Engineering ethics;Underpinning;Trustworthiness;Set (abstract data type);Thematic analysis;Psychology;Knowledge management;Public relations;Political science;Sociology;Computer science;Qualitative research;Engineering;Social psychology;Social science;Law;Civil engineering;Programming language;Online Learning and Analytics;Explainable Artificial Intelligence (XAI);Ethics and Social Impacts of AI,13602357;15737608,True,
https://openalex.org/W3192744758,https://doi.org/10.1109/access.2021.3097962,Teaching Machine Learning in K–12 Classroom: Pedagogical and Technological Trajectories for Artificial Intelligence Education,,2021,2021-01-01,article,en,207,True,gold,IEEE Access,journal,2169-3536,['21693536'],True,True,7,7,Computer science;Artificial intelligence;Curriculum;Context (archaeology);Field (mathematics);Machine learning;Pedagogy;Sociology;Mathematics;Pure mathematics;Paleontology;Biology;Teaching and Learning Programming;Machine Learning and Data Classification;Online Learning and Analytics,21693536,True,
