Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
30;23429;"Assessing Writing";journal;"10752935";"Elsevier Ltd";No;No;1,786;Q1;56;75;130;3938;650;115;4,60;52,51;46,47;0;12;United Kingdom;Western Europe;"Elsevier Ltd";"1994-2000, 2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
31;23167;"Language Teaching Research";journal;"13621688, 14770954";"SAGE Publications Ltd";No;No;1,738;Q1;91;192;241;12992;1238;232;4,42;67,67;49,87;2;37;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
32;200147108;"Distance Education";journal;"14750198, 01587919";"Routledge";No;No;1,697;Q1;74;43;108;2109;707;96;4,96;49,05;52,46;3;21;United Kingdom;Western Europe;"Routledge";"1980-2025";"Education (Q1); E-learning (Q1)";"Social Sciences"
33;21100922758;"Journal of Computers in Education";journal;"21979995, 21979987";"Springer Berlin";No;No;1,696;Q1;31;30;75;1983;700;74;10,00;66,10;44,74;1;9;Germany;Western Europe;"Springer Berlin";"2019-2025";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
34;12855;"Comparative Education";journal;"13600486, 03050068";"Routledge";No;No;1,692;Q1;72;31;96;2450;431;91;3,54;79,03;54,90;5;18;United Kingdom;Western Europe;"Routledge";"1964-2025";"Education (Q1)";"Social Sciences"
35;145516;"Language, Culture and Curriculum";journal;"07908318";"Taylor and Francis Ltd.";No;No;1,667;Q1;48;29;90;1427;390;84;4,19;49,21;62,26;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
36;23316;"Teaching and Teacher Education";journal;"0742051X";"Elsevier Ltd";No;No;1,663;Q1;170;355;671;25714;3547;669;4,82;72,43;62,15;18;92;United Kingdom;Western Europe;"Elsevier Ltd";"1985-2025";"Education (Q1)";"Social Sciences"
37;5800185422;"Theory and Research in Social Education";journal;"00933104, 21631654";"Taylor and Francis Ltd.";No;No;1,657;Q1;52;20;60;1934;242;60;3,40;96,70;50,00;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1973-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
38;13453;"Learning and Individual Differences";journal;"18733425, 10416080";"Elsevier B.V.";No;No;1,640;Q1;113;86;244;6663;1177;244;4,29;77,48;54,36;4;39;United Kingdom;Western Europe;"Elsevier B.V.";"1989-2000, 2002-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
39;20323;"Journal of Education Policy";journal;"02680939, 14645106";"Routledge";No;No;1,630;Q1;94;48;127;3512;590;125;4,25;73,17;58,65;6;18;United Kingdom;Western Europe;"Routledge";"1986-2025";"Education (Q1)";"Social Sciences"
40;16668;"School Effectiveness and School Improvement";journal;"09243453, 17445124";"Taylor and Francis Ltd.";No;No;1,619;Q1;73;23;88;1216;406;87;3,98;52,87;39,39;7;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2025";"Education (Q1)";"Social Sciences"
41;20853;"Studies in Higher Education";journal;"03075079, 1470174X";"Routledge";No;No;1,614;Q1;138;132;564;7058;3237;552;5,49;53,47;53,10;11;55;United Kingdom;Western Europe;"Routledge";"1976-2025";"Education (Q1)";"Social Sciences"
42;14200154735;"Educational Assessment, Evaluation and Accountability";journal;"18748597, 18748600";"Springer Netherlands";No;No;1,611;Q1;43;23;77;1211;350;64;2,80;52,65;49,15;4;6;Netherlands;Western Europe;"Springer Netherlands";"2009-2025";"Education (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
43;144669;"Journal of Intellectual Capital";journal;"14691930";"Emerald Group Publishing Ltd.";No;No;1,611;Q1;118;62;176;5874;1486;167;7,81;94,74;44,97;0;46;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2025";"Business, Management and Accounting (miscellaneous) (Q1); Education (Q1)";"Business, Management and Accounting; Social Sciences"
44;23646;"Journal of Science Education and Technology";journal;"10590145, 15731839";"Springer Netherlands";No;No;1,595;Q1;85;61;175;3585;965;174;4,79;58,77;47,44;1;20;Netherlands;Western Europe;"Springer Netherlands";"1992-2002, 2004-2025";"Education (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Social Sciences"
45;12100156088;"Critical Inquiry in Language Studies";journal;"15427595, 15427587";"Routledge";No;No;1,593;Q1;29;23;54;1317;235;54;4,39;57,26;65,12;1;7;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
46;21447;"Journal of English for Academic Purposes";journal;"14751585";"Elsevier B.V.";No;No;1,589;Q1;83;62;184;3174;870;183;3,92;51,19;50,00;1;7;United Kingdom;Western Europe;"Elsevier B.V.";"2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
47;21100903415;"Journal of Professional Capital and Community";journal;"20569548, 20569556";"Emerald Group Publishing Ltd.";No;No;1,576;Q1;27;19;86;1127;414;81;1,74;59,32;54,90;0;10;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2025";"Communication (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
48;21100981101;"Smart Learning Environments";journal;"21967091";"SpringerOpen";Yes;No;1,573;Q1;41;64;107;4006;1153;105;10,14;62,59;48,44;5;21;United Kingdom;Western Europe;"SpringerOpen";"2014-2018, 2020-2025";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
49;77191;"Early Childhood Research Quarterly";journal;"08852006";"Elsevier Ltd";No;No;1,569;Q1;125;142;360;10325;1540;351;3,69;72,71;72,31;12;46;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
50;14871;"International Journal of Behavioral Development";journal;"01650254, 14640651";"SAGE Publications Ltd";No;No;1,558;Q1;112;49;175;2844;736;174;3,04;58,04;62,56;1;10;United Kingdom;Western Europe;"SAGE Publications Ltd";"1978-2025";"Developmental and Educational Psychology (Q1); Developmental Neuroscience (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Neuroscience; Psychology; Social Sciences"
51;145597;"ELT Journal";journal;"14774526, 09510893";"Oxford University Press";No;No;1,523;Q1;80;51;166;685;500;148;2,72;13,43;48,68;0;8;United Kingdom;Western Europe;"Oxford University Press";"1946-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Linguistics and Language (Q1)";"Psychology; Social Sciences"
52;21100256106;"Survey Research Methods";journal;"18643361";"European Survey Research Association";Yes;Yes;1,505;Q1;42;29;85;1480;311;84;1,05;51,03;45,98;0;6;United Kingdom;Western Europe;"European Survey Research Association";"2007-2024";"Education (Q1)";"Social Sciences"
53;5700168406;"Active Learning in Higher Education";journal;"14697874, 17412625";"SAGE Publications Ltd";No;No;1,494;Q1;66;34;54;1683;347;48;7,37;49,50;61,46;3;9;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2024";"Education (Q1)";"Social Sciences"
54;5800207673;"ReCALL";journal;"09583440";"Cambridge University Press";No;No;1,493;Q1;71;25;66;1082;406;58;6,56;43,28;62,26;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1989-2025";"Computer Science Applications (Q1); Education (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
55;25961;"Educational Studies in Mathematics";journal;"15730816, 00131954";"Springer Netherlands";No;No;1,476;Q1;89;79;230;4045;842;218;3,45;51,20;56,68;1;9;Netherlands;Western Europe;"Springer Netherlands";"1968-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
56;16400154731;"School Leadership and Management";journal;"13632434, 13642626";"Brill Academic Publishers";No;No;1,473;Q1;57;30;88;1412;531;76;2,69;47,07;57,97;5;14;United Kingdom;Western Europe;"Brill Academic Publishers";"1996-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
57;6300153120;"Educational Management Administration and Leadership";journal;"17411440, 17411432";"SAGE Publications Ltd";No;No;1,470;Q1;67;124;175;7990;932;155;5,83;64,44;53,31;12;41;United Kingdom;Western Europe;"SAGE Publications Ltd";"1972-1993, 1995-1999, 2003-2025";"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
58;26913;"Advances in Health Sciences Education";journal;"15731677, 13824996";"Springer Science and Business Media B.V.";No;No;1,452;Q1;86;90;235;4634;948;216;3,78;51,49;58,82;2;29;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
59;17806;"Medical Education";journal;"13652923, 03080110";"John Wiley and Sons Inc";No;No;1,446;Q1;171;256;833;5773;2286;487;2,56;22,55;58,01;1;47;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1966-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
60;21100200658;"Teacher Education and Special Education";journal;"08884064, 19444931";"SAGE Publications Inc.";No;No;1,436;Q1;28;18;56;792;344;54;5,08;44,00;76,92;0;17;United Kingdom;Western Europe;"SAGE Publications Inc.";"2015-2025";"Education (Q1)";"Social Sciences"
61;18300156704;"Higher Education Research and Development";journal;"14698366, 07294360";"Taylor and Francis Ltd.";No;No;1,428;Q1;99;136;383;6221;1881;379;4,19;45,74;68,92;9;47;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-1995, 1997, 1999-2025";"Education (Q1)";"Social Sciences"
62;5000157803;"Bilingualism";journal;"14691841, 13667289";"Cambridge University Press";No;No;1,425;Q1;88;107;276;7547;1046;226;2,35;70,53;64,04;0;2;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
63;21100901143;"Perspectives on Medical Education";journal;"22122761, 2212277X";"Ubiquity Press";Yes;No;1,416;Q1;47;60;181;2413;622;143;3,32;40,22;56,02;0;16;Netherlands;Western Europe;"Ubiquity Press";"2012-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
64;19490;"Journal of Higher Education";journal;"15384640, 00221546";"Taylor and Francis Ltd.";No;No;1,396;Q1;110;36;127;2106;470;124;3,22;58,50;56,63;4;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994, 1996-2025";"Education (Q1)";"Social Sciences"
65;18357;"Medical Teacher";journal;"0142159X, 1466187X";"Taylor and Francis Ltd.";No;No;1,380;Q1;146;276;928;6722;2701;594;2,13;24,36;54,91;0;60;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
66;200147109;"Journal of Education for Teaching";journal;"13600540, 02607476";"Routledge";No;No;1,356;Q1;57;69;182;2525;974;165;2,34;36,59;57,14;2;20;United Kingdom;Western Europe;"Routledge";"1981-1998, 2001-2003, 2005-2025";"Education (Q1)";"Social Sciences"
67;145220;"International Journal of Bilingual Education and Bilingualism";journal;"13670050";"Taylor and Francis Ltd.";No;No;1,341;Q1;76;78;417;3328;1580;410;3,13;42,67;63,97;1;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
68;5800179620;"Technology, Pedagogy and Education";journal;"17475139, 1475939X";"Routledge";No;No;1,338;Q1;53;41;121;2455;729;120;6,51;59,88;58,04;0;11;United Kingdom;Western Europe;"Routledge";"2003-2025";"Communication (Q1); Computer Science Applications (Q1); Education (Q1); Information Systems (Q1)";"Computer Science; Social Sciences"
69;14271;"Educational Psychology";journal;"14695820, 01443410";"Routledge";Yes;No;1,333;Q1;90;65;232;3702;766;200;3,12;56,95;51,35;1;18;United Kingdom;Western Europe;"Routledge";"1981-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1)";"Psychology; Social Sciences"
70;5800169055;"RELC Journal";journal;"1745526X, 00336882";"SAGE Publications Ltd";No;No;1,333;Q1;55;76;142;2330;671;131;4,99;30,66;36,52;1;14;United Kingdom;Western Europe;"SAGE Publications Ltd";"1970-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
71;23017;"Second Language Research";journal;"14770326, 02676583";"SAGE Publications Ltd";No;No;1,315;Q1;76;51;115;3254;342;94;2,86;63,80;58,97;0;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
72;145681;"Interactive Learning Environments";journal;"10494820";"Taylor and Francis Ltd.";No;No;1,312;Q1;80;452;317;24388;2539;292;7,89;53,96;44,40;31;185;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990, 1992-1994, 2004-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
73;16047;"Race Ethnicity and Education";journal;"1470109X, 13613324";"Routledge";No;No;1,286;Q1;72;70;154;4230;538;151;3,10;60,43;68,75;8;30;United Kingdom;Western Europe;"Routledge";"1998-2025";"Cultural Studies (Q1); Demography (Q1); Education (Q1)";"Social Sciences"
74;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,273;Q1;59;93;141;4792;651;140;4,46;51,53;48,10;7;35;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
75;24236;"Prospects";journal;"00331538";"Springer Netherlands";No;No;1,267;Q1;41;40;152;1987;892;139;3,07;49,68;44,62;7;33;Netherlands;Western Europe;"Springer Netherlands";"1970, 1972-2025";"Education (Q1)";"Social Sciences"
76;21100206607;"International Journal of Management Education";journal;"14728117";"Elsevier B.V.";No;No;1,257;Q1;65;140;293;11861;2358;290;7,76;84,72;47,00;3;71;Netherlands;Western Europe;"Elsevier B.V.";"1970, 2012-2025";"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
77;13523;"Early Education and Development";journal;"15566935, 10409289";"Taylor and Francis Ltd.";No;No;1,252;Q1;86;102;217;7236;860;209;3,51;70,94;79,51;9;31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
78;14304;"Educational Review";journal;"14653397, 00131911";"Routledge";No;No;1,246;Q1;67;91;149;5982;738;144;5,34;65,74;60,51;11;50;United Kingdom;Western Europe;"Routledge";"1948-2025";"Education (Q1)";"Social Sciences"
79;14000156188;"Innovation in Language Learning and Teaching";journal;"17501237, 17501229";"Taylor and Francis Ltd.";No;No;1,245;Q1;38;67;96;3122;432;94;4,39;46,60;45,11;1;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
80;19700182114;"Professional Development in Education";journal;"19415257, 19415265";"Routledge";No;No;1,237;Q1;56;105;197;5392;773;181;3,80;51,35;69,08;9;30;United Kingdom;Western Europe;"Routledge";"2009-2025";"Education (Q1)";"Social Sciences"
81;21100217021;"Journal of Writing Research";journal;"22943307, 20301006";"University of Antwerp";Yes;Yes;1,214;Q1;34;18;45;1040;205;45;2,46;57,78;68,97;0;7;Belgium;Western Europe;"University of Antwerp";"2008-2025";"Education (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
82;20598;"English for Specific Purposes";journal;"08894906";"Elsevier B.V.";No;No;1,204;Q1;98;57;97;2443;415;96;3,94;42,86;55,13;0;5;United Kingdom;Western Europe;"Elsevier B.V.";"1980-1981, 1986-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
83;19700187622;"Research Papers in Education";journal;"02671522, 14701146";"Taylor and Francis Ltd.";No;No;1,201;Q1;58;47;123;3112;533;121;4,05;66,21;64,04;4;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2025";"Education (Q1)";"Social Sciences"
84;21368;"Instructional Science";journal;"00204277, 15731952";"Springer Netherlands";No;No;1,198;Q1;95;38;97;2748;331;97;2,79;72,32;63,41;0;11;Netherlands;Western Europe;"Springer Netherlands";"1972-1992, 1994-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
85;21101044934;"npj Science of Learning";journal;"20567936";"Nature Publishing Group";Yes;No;1,186;Q1;32;57;87;3706;361;81;3,75;65,02;52,56;1;17;United Kingdom;Western Europe;"Nature Publishing Group";"2016-2025";"Education (Q1); Developmental Neuroscience (Q2)";"Neuroscience; Social Sciences"
86;21100203308;"ITL - International Journal of Applied Linguistics (Belgium)";journal;"17831490, 00190829";"Peeters Publishers";No;No;1,184;Q1;16;14;34;819;84;31;2,04;58,50;62,50;0;0;Belgium;Western Europe;"Peeters Publishers";"2011-2012, 2014-2024";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
87;23101;"Language and Education";journal;"09500782";"Taylor and Francis Ltd.";No;No;1,183;Q1;63;46;103;2288;297;97;2,48;49,74;62,63;3;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
88;15424;"Measurement: Journal of the International Measurement Confederation";journal;"02632241";"Elsevier B.V.";No;No;1,181;Q1;146;1424;4311;63597;25751;4304;5,87;44,66;26,58;5;181;Netherlands;Western Europe;"Elsevier B.V.";"1983-2025";"Applied Mathematics (Q1); Condensed Matter Physics (Q1); Education (Q1); Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Statistics and Probability (Q1)";"Engineering; Mathematics; Physics and Astronomy; Social Sciences"
89;200147131;"Cambridge Journal of Education";journal;"0305764X, 14693577";"Routledge";No;No;1,170;Q1;77;44;122;2278;461;122;3,06;51,77;56,10;0;22;United Kingdom;Western Europe;"Routledge";"1971-2025";"Education (Q1)";"Social Sciences"
