Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11;21101021169;"Applied Computer Science";journal;"18953735, 23536977";"Polish Association for Knowledge Promotion";Yes;No;0,219;Q4;10;32;64;725;51;64;0,80;22,66;31,03;0;8;Poland;Eastern Europe;"Polish Association for Knowledge Promotion";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial and Manufacturing Engineering (Q3); Mechanical Engineering (Q3); Artificial Intelligence (Q4); Biomedical Engineering (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Information Systems (Q4)";"Computer Science; Economics, Econometrics and Finance; Engineering"
12;21100255064;"Mendel";journal;"25713701, 18033814";"Brno University of Technology";Yes;No;0,199;Q4;16;20;75;499;50;74;0,90;24,95;21,57;0;5;Czech Republic;Eastern Europe;"Brno University of Technology";"2005-2007, 2009-2024";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computer Science (miscellaneous) (Q4); Control and Systems Engineering (Q4); Decision Sciences (miscellaneous) (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
13;21100826268;"Computer Science";journal;"23007036, 15082806";"AGH University of Science and Technology";Yes;Yes;0,198;Q4;11;24;72;787;51;72;0,75;32,79;25,00;0;1;Poland;Eastern Europe;"AGH University of Science and Technology";"2017-2024";"Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Modeling and Simulation (Q4)";"Computer Science; Mathematics"
14;21100454976;"Journal of Automation, Mobile Robotics and Intelligent Systems";journal;"20802145, 18978649";"Sciendo";Yes;No;0,181;Q4;13;29;119;809;74;111;0,39;27,90;13,85;0;6;Poland;Eastern Europe;"Sciendo";"2015-2024";"Artificial Intelligence (Q4); Control and Systems Engineering (Q4); Signal Processing (Q4)";"Computer Science; Engineering"
15;21100935898;"Computer Science Journal of Moldova";journal;"15614042";"Institute of Mathematics and Computer Science of Moldova";Yes;Yes;0,180;Q4;7;17;40;289;17;40;0,43;17,00;26,92;0;1;Moldova;Eastern Europe;"Institute of Mathematics and Computer Science of Moldova";"2019-2024";"Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Modeling and Simulation (Q4); Software (Q4)";"Computer Science; Mathematics"
16;21100783205;"Horizon. Studies in Phenomenology";journal;"23116986, 22265260";"Saint Petersburg State University";Yes;No;0,160;Q4;4;28;99;945;15;96;0,14;33,75;46,15;0;0;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2012-2024";"Philosophy (Q2); Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Signal Processing (Q4)";"Arts and Humanities; Computer Science; Energy; Engineering; Mathematics"
17;21101051699;"System Research and Information Technologies";journal;"16816048, 23088893";"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";Yes;Yes;0,160;Q4;7;39;65;701;13;65;0,20;17,97;40,00;0;4;Ukraine;Eastern Europe;"National Technical University of Ukraine Igor Sikorsky Kyiv Polytechnic Institute";"2019-2024";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Theory and Mathematics (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
18;21101044727;"Informatics and Automation";journal;"27133206, 27133192";"St. Petersburg Federal Research Center of the  Russian Academy of Sciences";Yes;Yes;0,151;Q4;14;46;150;1643;160;150;1,00;35,72;19,85;0;2;Russian Federation;Eastern Europe;"St. Petersburg Federal Research Center of the  Russian Academy of Sciences";"2020-2025";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4)";"Computer Science; Mathematics"
19;21100831437;"International Journal of Mechatronics and Applied Mechanics";journal;"25594397, 25596497";"Cefin Publishing House";Yes;No;0,123;-;9;90;250;1662;53;250;0,24;18,47;27,43;0;26;Romania;Eastern Europe;"Cefin Publishing House";"2017-2024";"Materials Science (miscellaneous) (Q4); Mechanics of Materials (Q4)";"Engineering; Materials Science"
20;21101252467;"Annual of Sofia University ";journal;"26035529, 13139215";"Sofia University St Kliment Ohridski Faculty of Mathematics and Informatics";No;No;;-;1;6;7;98;0;6;0,00;16,33;33,33;0;0;Bulgaria;Eastern Europe;"Sofia University St Kliment Ohridski Faculty of Mathematics and Informatics";"2020-2024";"Algebra and Number Theory; Applied Mathematics; Artificial Intelligence; Computer Science Applications";"Computer Science; Mathematics"
21;21101170609;"Complex Systems Informatics and Modeling Quarterly";journal;"22559922";"Riga Technical University";Yes;Yes;;-;11;20;45;923;38;39;0,84;46,15;27,91;0;2;Latvia;Eastern Europe;"Riga Technical University";"2019-2024";"Artificial Intelligence; Business, Management and Accounting (miscellaneous); Engineering (miscellaneous); Information Systems";"Business, Management and Accounting; Computer Science; Engineering"
22;21101200244;"Journal of Fuzzy Extension and Applications";journal;"27831442, 27173453";"Research Expansion Alliance (REA)";Yes;Yes;;-;16;28;28;878;29;28;1,04;31,36;25,00;0;3;Serbia;Eastern Europe;"Research Expansion Alliance (REA)";"2020-2025";"Applied Mathematics; Artificial Intelligence; Logic; Mathematics (miscellaneous)";"Computer Science; Mathematics"
