Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
49;16047;"Race Ethnicity and Education";journal;"1470109X, 13613324";"Routledge";No;No;1,388;Q1;72;57;143;3664;602;140;3,20;64,28;61,40;7;28;United Kingdom;Western Europe;"Routledge";"1998-2025";"Cultural Studies (Q1); Demography (Q1); Education (Q1)";"Social Sciences"
50;21101092873;"International Journal of Educational Research Open";journal;"26663740";"Elsevier Ltd";Yes;No;1,387;Q1;22;109;100;5561;886;100;8,86;51,02;57,99;3;56;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2025";"Education (Q1)";"Social Sciences"
51;16400154731;"School Leadership and Management";journal;"13632434, 13642626";"Brill Academic Publishers";No;No;1,379;Q1;57;31;87;1474;460;76;5,84;47,55;64,52;3;14;United Kingdom;Western Europe;"Brill Academic Publishers";"1996-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
52;13453;"Learning and Individual Differences";journal;"18733425, 10416080";"Elsevier B.V.";No;No;1,367;Q1;113;78;263;5980;1111;263;3,70;76,67;61,87;3;31;United Kingdom;Western Europe;"Elsevier B.V.";"1989-2000, 2002-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
53;21100301445;"Journal of Research on Technology in Education";journal;"19450818, 15391523";"Taylor and Francis Ltd.";No;No;1,352;Q1;80;57;78;3434;440;75;6,22;60,25;49,66;8;19;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2025";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
54;21447;"Journal of English for Academic Purposes";journal;"14751585";"Elsevier B.V.";No;No;1,323;Q1;83;66;184;3265;678;180;3,65;49,47;60,43;0;6;United Kingdom;Western Europe;"Elsevier B.V.";"2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
55;200147109;"Journal of Education for Teaching";journal;"13600540, 02607476";"Routledge";No;No;1,315;Q1;57;51;182;1688;952;166;6,38;33,10;61,76;1;9;United Kingdom;Western Europe;"Routledge";"1981-1998, 2001-2003, 2005-2025";"Education (Q1)";"Social Sciences"
56;29390;"Gender and Education";journal;"13600516, 09540253";"Routledge";No;No;1,312;Q1;80;67;201;3292;567;194;2,88;49,13;83,61;9;46;United Kingdom;Western Europe;"Routledge";"1989-2025";"Education (Q1); Gender Studies (Q1)";"Social Sciences"
57;144970;"Science and Education";journal;"09267220";"Springer Netherlands";No;No;1,311;Q1;64;73;167;5109;526;153;3,11;69,99;51,72;10;24;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Education (Q1)";"Social Sciences"
58;145516;"Language, Culture and Curriculum";journal;"07908318";"Taylor and Francis Ltd.";No;No;1,310;Q1;48;30;81;1259;269;77;3,65;41,97;66,67;0;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
59;24236;"Prospects";journal;"00331538";"Springer Netherlands";No;No;1,306;Q1;41;51;108;1737;800;98;7,80;34,06;60,47;16;29;Netherlands;Western Europe;"Springer Netherlands";"1970, 1972-2025";"Education (Q1)";"Social Sciences"
60;23017;"Second Language Research";journal;"14770326, 02676583";"SAGE Publications Ltd";No;No;1,290;Q1;76;38;100;2423;304;79;2,64;63,76;57,14;3;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
61;23646;"Journal of Science Education and Technology";journal;"10590145, 15731839";"Springer Netherlands";No;No;1,280;Q1;85;55;171;3193;834;170;5,06;58,05;54,65;4;15;Netherlands;Western Europe;"Springer Netherlands";"1992-2002, 2004-2025";"Education (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Social Sciences"
62;21101048850;"International Journal of Learner Corpus Research";journal;"22151486, 22151478";"John Benjamins Publishing Company";No;No;1,270;Q1;16;9;31;399;123;30;2,40;44,33;61,54;0;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"2015-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
63;14871;"International Journal of Behavioral Development";journal;"01650254, 14640651";"SAGE Publications Ltd";No;No;1,268;Q1;112;58;183;2996;631;181;3,39;51,66;68,92;3;15;United Kingdom;Western Europe;"SAGE Publications Ltd";"1978-2025";"Developmental and Educational Psychology (Q1); Developmental Neuroscience (Q1); Education (Q1); Life-span and Life-course Studies (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1)";"Neuroscience; Psychology; Social Sciences"
64;19692;"Economics of Education Review";journal;"02727757";"Elsevier Ltd";No;No;1,266;Q1;109;80;246;3669;644;245;2,25;45,86;36,04;50;48;United Kingdom;Western Europe;"Elsevier Ltd";"1981-1982, 1984-2025";"Economics and Econometrics (Q1); Education (Q1)";"Economics, Econometrics and Finance; Social Sciences"
65;28874;"European Journal of Psychology of Education";journal;"18785174, 02562928";"Springer Netherlands";No;No;1,264;Q1;72;61;145;3942;628;144;3,49;64,62;58,71;8;23;Netherlands;Western Europe;"Springer Netherlands";"1986-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
66;5800179620;"Technology, Pedagogy and Education";journal;"17475139, 1475939X";"Routledge";No;No;1,261;Q1;53;38;122;2025;700;119;6,71;53,29;50,48;0;10;United Kingdom;Western Europe;"Routledge";"2003-2025";"Communication (Q1); Computer Science Applications (Q1); Education (Q1); Information Systems (Q1)";"Computer Science; Social Sciences"
67;21100901143;"Perspectives on Medical Education";journal;"22122761, 2212277X";"Ubiquity Press";Yes;No;1,259;Q1;47;58;184;1835;784;144;3,18;31,64;58,33;2;14;Netherlands;Western Europe;"Ubiquity Press";"2012-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
68;12855;"Comparative Education";journal;"13600486, 03050068";"Routledge";No;No;1,254;Q1;72;32;93;1764;354;87;3,59;55,13;46,30;4;13;United Kingdom;Western Europe;"Routledge";"1964-2025";"Education (Q1)";"Social Sciences"
69;20731;"Research in Higher Education";journal;"1573188X, 03610365";"Springer Netherlands";No;No;1,246;Q1;110;49;132;3375;445;132;2,77;68,88;60,15;7;18;Netherlands;Western Europe;"Springer Netherlands";"1973-2025";"Education (Q1)";"Social Sciences"
70;12834;"Journal of Research in Reading";journal;"14679817, 01410423";"Wiley-Blackwell Publishing Ltd";No;No;1,240;Q1;66;30;107;1434;328;107;2,34;47,80;79,49;3;23;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Psychology (miscellaneous) (Q1)";"Psychology; Social Sciences"
71;18947;"User Modeling and User-Adapted Interaction";journal;"15731391, 09241868";"Springer Netherlands";No;No;1,231;Q1;87;28;82;2130;536;76;5,19;76,07;19,39;0;5;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
72;14271;"Educational Psychology";journal;"14695820, 01443410";"Routledge";Yes;No;1,227;Q1;90;77;231;4084;798;199;2,75;53,04;55,38;4;17;United Kingdom;Western Europe;"Routledge";"1981-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1)";"Psychology; Social Sciences"
73;18357;"Medical Teacher";journal;"0142159X, 1466187X";"Taylor and Francis Ltd.";No;No;1,217;Q1;146;276;956;7015;2902;631;2,93;25,42;56,84;0;55;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
74;14200154735;"Educational Assessment, Evaluation and Accountability";journal;"18748597, 18748600";"Springer Netherlands";No;No;1,211;Q1;43;24;75;1469;285;62;4,34;61,21;61,97;5;9;Netherlands;Western Europe;"Springer Netherlands";"2009-2025";"Education (Q1); Organizational Behavior and Human Resource Management (Q1)";"Business, Management and Accounting; Social Sciences"
75;5000157803;"Bilingualism";journal;"14691841, 13667289";"Cambridge University Press";No;No;1,208;Q1;88;98;261;4959;932;242;3,31;50,60;68,44;0;7;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
76;26913;"Advances in Health Sciences Education";journal;"15731677, 13824996";"Springer Science and Business Media B.V.";No;No;1,200;Q1;86;79;221;4467;843;200;3,79;56,54;62,41;1;23;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
77;22281;"Reading and Writing";journal;"09224777, 15730905";"Springer Netherlands";No;No;1,190;Q1;98;102;309;6322;935;304;2,42;61,98;64,77;4;59;Netherlands;Western Europe;"Springer Netherlands";"1989-2025";"Education (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1); Speech and Hearing (Q1)";"Health Professions; Psychology; Social Sciences"
78;13460;"Learning Environments Research";journal;"15731855, 13871579";"Springer Netherlands";No;No;1,187;Q1;50;48;77;2671;343;76;4,25;55,65;50,00;4;18;Netherlands;Western Europe;"Springer Netherlands";"2000-2001, 2003-2025";"Communication (Q1); Developmental and Educational Psychology (Q1); Education (Q1); E-learning (Q1)";"Psychology; Social Sciences"
79;20598;"English for Specific Purposes";journal;"08894906";"Elsevier B.V.";No;No;1,185;Q1;98;31;95;1545;364;93;3,35;49,84;56,25;0;5;United Kingdom;Western Europe;"Elsevier B.V.";"1980-1981, 1986-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
80;21100385802;"Interactive Technology and Smart Education";journal;"17415659, 17588510";"Emerald Publishing";No;No;1,184;Q1;39;30;83;1751;555;81;7,34;58,37;38,46;0;17;United Kingdom;Western Europe;"Emerald Publishing";"2004-2025";"Computer Science (miscellaneous) (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
81;145597;"ELT Journal";journal;"14774526, 09510893";"Oxford University Press";No;No;1,174;Q1;80;64;148;702;372;131;2,18;10,97;51,06;1;8;United Kingdom;Western Europe;"Oxford University Press";"1946-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Linguistics and Language (Q1)";"Psychology; Social Sciences"
82;5800207673;"ReCALL";journal;"09583440";"Cambridge University Press";No;No;1,173;Q1;71;24;61;1064;322;54;4,02;44,33;35,09;0;2;United Kingdom;Western Europe;"Cambridge University Press";"1989-2025";"Computer Science Applications (Q1); Education (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
83;145681;"Interactive Learning Environments";journal;"10494820";"Taylor and Francis Ltd.";No;No;1,170;Q1;80;134;269;6333;1613;246;5,91;47,26;43,89;2;52;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990, 1992-1994, 2004-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
84;5700156763;"Teachers and Teaching: Theory and Practice";journal;"13540602, 14701278";"Taylor and Francis Ltd.";No;No;1,167;Q1;80;63;145;3577;507;136;2,80;56,78;61,97;4;20;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1)";"Arts and Humanities; Social Sciences"
85;97030;"Research in Science Education";journal;"15731898, 0157244X";"Springer Netherlands";No;No;1,160;Q1;72;110;310;4888;930;306;2,84;44,44;54,88;4;19;Netherlands;Western Europe;"Springer Netherlands";"1971-2025";"Education (Q1)";"Social Sciences"
86;5000154503;"Thinking Skills and Creativity";journal;"18711871";"Elsevier B.V.";No;No;1,152;Q1;75;129;330;8902;1620;330;4,54;69,01;52,27;7;37;Netherlands;Western Europe;"Elsevier B.V.";"2006-2025";"Education (Q1)";"Social Sciences"
87;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,150;Q1;59;51;133;2846;644;132;3,88;55,80;39,11;7;20;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
88;21100200658;"Teacher Education and Special Education";journal;"08884064, 19444931";"SAGE Publications Inc.";No;No;1,147;Q1;28;18;59;965;198;57;3,32;53,61;68,42;0;18;United Kingdom;Western Europe;"SAGE Publications Inc.";"2015-2025";"Education (Q1)";"Social Sciences"
