Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
19;18787;"Higher Education";journal;"00181560, 1573174X";"Springer Netherlands";No;No;1,900;Q1;137;121;360;7097;1684;357;4,09;58,65;51,45;38;35;Netherlands;Western Europe;"Springer Netherlands";"1972-2025";"Education (Q1); Law (Q1)";"Social Sciences"
20;25961;"Educational Studies in Mathematics";journal;"15730816, 00131954";"Springer Netherlands";No;No;1,847;Q1;89;66;176;2850;442;166;2,22;43,18;50,33;6;4;Netherlands;Western Europe;"Springer Netherlands";"1968-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
21;6300153120;"Educational Management Administration and Leadership";journal;"17411440, 17411432";"SAGE Publications Ltd";No;No;1,824;Q1;67;61;177;3324;595;159;3,14;54,49;50,43;15;17;United Kingdom;Western Europe;"SAGE Publications Ltd";"1972-1993, 1995-1999, 2003-2025";"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
22;77191;"Early Childhood Research Quarterly";journal;"08852006";"Elsevier Ltd";No;No;1,794;Q1;125;147;255;10384;959;253;3,62;70,64;75,53;66;56;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
23;23988;"British Journal of Educational Technology";journal;"00071013, 14678535";"Wiley-Blackwell Publishing Ltd";No;No;1,790;Q1;127;149;405;6924;2250;387;5,58;46,47;46,51;32;48;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1970-2025";"Education (Q1); E-learning (Q1)";"Social Sciences"
24;17806;"Medical Education";journal;"13652923, 03080110";"John Wiley and Sons Inc";No;No;1,776;Q1;171;314;739;5331;1568;368;1,96;16,98;53,95;29;63;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1966-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
25;20853;"Studies in Higher Education";journal;"03075079, 1470174X";"Routledge";No;No;1,744;Q1;138;193;472;9934;2137;458;4,00;51,47;51,34;40;60;United Kingdom;Western Europe;"Routledge";"1976-2025";"Education (Q1)";"Social Sciences"
26;19692;"Economics of Education Review";journal;"02727757";"Elsevier Ltd";No;No;1,734;Q1;109;85;249;3786;611;248;2,17;44,54;44,90;66;52;United Kingdom;Western Europe;"Elsevier Ltd";"1981-1982, 1984-2025";"Economics and Econometrics (Q1); Education (Q1)";"Economics, Econometrics and Finance; Social Sciences"
27;145202;"Journal of Mathematics Teacher Education";journal;"13864416";"Springer Netherlands";No;No;1,724;Q1;52;30;88;1189;189;72;1,93;39,63;64,94;0;0;Netherlands;Western Europe;"Springer Netherlands";"2005-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
28;18300156704;"Higher Education Research and Development";journal;"14698366, 07294360";"Taylor and Francis Ltd.";No;No;1,675;Q1;99;123;315;4672;1111;301;3,24;37,98;66,36;26;42;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-1995, 1997, 1999-2025";"Education (Q1)";"Social Sciences"
29;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,669;Q1;59;50;132;2412;607;132;4,77;48,24;41,38;4;23;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
30;16047;"Race Ethnicity and Education";journal;"1470109X, 13613324";"Routledge";No;No;1,668;Q1;72;51;160;3128;455;155;2,55;61,33;60,92;8;24;United Kingdom;Western Europe;"Routledge";"1998-2025";"Cultural Studies (Q1); Demography (Q1); Education (Q1)";"Social Sciences"
31;23167;"Language Teaching Research";journal;"13621688, 14770954";"SAGE Publications Ltd";No;No;1,663;Q1;91;49;120;2279;490;104;3,21;46,51;52,50;2;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
32;21100466714;"International Journal of Educational Technology in Higher Education";journal;"23659440";"Springer Netherlands";Yes;Yes;1,642;Q1;77;55;134;3578;1069;129;6,86;65,05;45,90;13;21;Netherlands;Western Europe;"Springer Netherlands";"2016-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
33;21100873488;"International Journal of STEM Education";journal;"21967822";"SpringerOpen";Yes;No;1,594;Q1;63;59;133;3508;745;120;5,82;59,46;66,67;11;28;Switzerland;Western Europe;"SpringerOpen";"2014-2025";"Education (Q1)";"Social Sciences"
34;26183;"Journal of Computer Assisted Learning";journal;"13652729, 02664909";"Wiley-Blackwell Publishing Ltd";No;No;1,583;Q1;121;75;200;4762;985;198;4,71;63,49;47,29;17;27;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
35;20731;"Research in Higher Education";journal;"1573188X, 03610365";"Springer Netherlands";No;No;1,557;Q1;110;39;131;2594;399;131;2,58;66,51;55,79;15;11;Netherlands;Western Europe;"Springer Netherlands";"1973-2025";"Education (Q1)";"Social Sciences"
36;28879;"European Journal of Teacher Education";journal;"14695928, 02619768";"Routledge";No;No;1,546;Q1;65;55;137;2774;411;120;2,32;50,44;60,40;18;20;United Kingdom;Western Europe;"Routledge";"1982-2025";"Education (Q1)";"Social Sciences"
37;21100902871;"International Journal for Educational Integrity";journal;"18332595";"BioMed Central Ltd";Yes;No;1,494;Q1;28;14;35;565;137;35;3,43;40,36;54,55;3;2;United Kingdom;Western Europe;"BioMed Central Ltd";"2015-2025";"Education (Q1); Social Sciences (miscellaneous) (Q1)";"Social Sciences"
38;130100;"Journal of Educational Administration";journal;"09578234";"Emerald Group Publishing Ltd.";No;No;1,491;Q1;75;47;127;3002;284;118;1,70;63,87;46,85;0;14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1963-2025";"Education (Q1); Public Administration (Q1)";"Social Sciences"
39;19700201158;"Studies in Science Education";journal;"19408412, 03057267";"Taylor and Francis Ltd.";No;No;1,484;Q1;58;6;19;876;99;19;3,50;146,00;39,47;4;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-2025";"Education (Q1)";"Social Sciences"
40;5000157803;"Bilingualism";journal;"14691841, 13667289";"Cambridge University Press";No;No;1,471;Q1;88;104;270;6159;721;250;2,65;59,22;62,69;0;1;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
41;19700200914;"Classroom Discourse";journal;"19463014, 19463022";"Taylor and Francis Ltd.";No;No;1,466;Q1;25;23;57;1078;109;50;2,05;46,87;50,00;1;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2025";"Education (Q1)";"Social Sciences"
42;200147108;"Distance Education";journal;"14750198, 01587919";"Routledge";No;No;1,456;Q1;74;36;96;1736;373;87;3,28;48,22;58,23;6;17;United Kingdom;Western Europe;"Routledge";"1980-2025";"Education (Q1); E-learning (Q1)";"Social Sciences"
43;5700156763;"Teachers and Teaching: Theory and Practice";journal;"13540602, 14701278";"Taylor and Francis Ltd.";No;No;1,450;Q1;80;36;191;1869;546;167;1,87;51,92;64,04;5;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1)";"Arts and Humanities; Social Sciences"
44;12100156346;"Interpreter and Translator Trainer";journal;"1750399X, 17570417";"Taylor and Francis Ltd.";No;No;1,430;Q1;36;20;69;1003;152;66;1,83;50,15;71,79;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
45;23256;"System";journal;"0346251X";"Elsevier Ltd";No;No;1,422;Q1;115;121;314;6865;1171;300;3,51;56,74;53,04;9;12;United Kingdom;Western Europe;"Elsevier Ltd";"1973-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
46;5700163257;"International Journal of Qualitative Methods";journal;"16094069";"SAGE Publications Inc.";Yes;No;1,414;Q1;94;137;278;6699;1270;229;2,14;48,90;66,75;28;43;United Kingdom;Western Europe;"SAGE Publications Inc.";"2002-2025";"Education (Q1)";"Social Sciences"
47;28806;"Nurse Education Today";journal;"15322793, 02606917";"Churchill Livingstone";No;No;1,400;Q1;109;304;821;11012;3124;731;3,31;36,22;72,80;44;118;United Kingdom;Western Europe;"Churchill Livingstone";"1981-2025";"Education (Q1); Nursing (miscellaneous) (Q1)";"Nursing; Social Sciences"
48;144953;"Journal of Educational Change";journal;"13892843";"Springer Netherlands";No;No;1,397;Q1;53;32;63;1921;175;62;2,54;60,03;76,92;10;15;Netherlands;Western Europe;"Springer Netherlands";"2005-2025";"Education (Q1)";"Social Sciences"
49;13453;"Learning and Individual Differences";journal;"18733425, 10416080";"Elsevier B.V.";No;No;1,397;Q1;113;86;363;6238;1159;363;3,04;72,53;54,33;8;37;United Kingdom;Western Europe;"Elsevier B.V.";"1989-2000, 2002-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
50;12104;"British Journal of Sociology of Education";journal;"14653346, 01425692";"Taylor and Francis Ltd.";No;No;1,383;Q1;93;90;230;4481;549;227;1,99;49,79;59,87;19;35;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Education (Q1); Sociology and Political Science (Q1)";"Social Sciences"
51;19700187630;"Critical Studies in Education";journal;"17508495, 17508487";"Taylor and Francis Ltd.";No;No;1,364;Q1;52;45;74;2380;253;72;3,45;52,89;60,49;4;24;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Education (Q1)";"Social Sciences"
52;200147125;"Learning, Media and Technology";journal;"17439892, 17439884";"Routledge";No;No;1,355;Q1;69;32;107;1634;449;100;4,66;51,06;54,84;18;10;United Kingdom;Western Europe;"Routledge";"2005-2025";"Education (Q1); Media Technology (Q1)";"Engineering; Social Sciences"
53;18357;"Medical Teacher";journal;"0142159X, 1466187X";"Taylor and Francis Ltd.";No;No;1,355;Q1;146;328;890;7151;1957;614;1,87;21,80;52,52;0;85;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
54;23429;"Assessing Writing";journal;"10752935";"Elsevier Ltd";No;No;1,325;Q1;56;34;88;1338;216;76;2,24;39,35;56,92;3;3;United Kingdom;Western Europe;"Elsevier Ltd";"1994-2000, 2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
55;23017;"Second Language Research";journal;"14770326, 02676583";"SAGE Publications Ltd";No;No;1,324;Q1;76;38;68;1862;203;67;2,89;49,00;60,00;1;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
56;26913;"Advances in Health Sciences Education";journal;"15731677, 13824996";"Springer Science and Business Media B.V.";No;No;1,307;Q1;86;72;217;3532;595;198;2,64;49,06;58,50;7;18;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1996-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
57;16668;"School Effectiveness and School Improvement";journal;"09243453, 17445124";"Taylor and Francis Ltd.";No;No;1,299;Q1;73;31;87;1992;243;85;2,23;64,26;56,70;14;18;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990-2025";"Education (Q1)";"Social Sciences"
58;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;1,294;Q1;68;30;101;1758;352;100;2,45;58,60;37,88;2;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2025";"Education (Q1); Sports Science (Q1)";"Health Professions; Social Sciences"
59;21100902965;"Measurement";journal;"15366367, 15366359";"Taylor and Francis Ltd.";No;No;1,293;Q1;23;16;68;535;63;43;1,11;33,44;25,00;1;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Applied Mathematics (Q1); Education (Q1); Statistics and Probability (Q1)";"Mathematics; Social Sciences"
60;3900148215;"Language Variation and Change";journal;"09543945";"Cambridge University Press";No;No;1,292;Q1;59;15;45;922;74;45;1,40;61,47;50,00;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1989-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
61;20934;"Sport, Education and Society";journal;"14701243, 13573322";"Routledge";No;No;1,287;Q1;83;82;207;4456;723;204;3,17;54,34;40,80;12;27;United Kingdom;Western Europe;"Routledge";"1996-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
62;21100203308;"ITL - International Journal of Applied Linguistics (Belgium)";journal;"17831490, 00190829";"Peeters Publishers";No;No;1,275;Q1;16;11;21;677;42;18;0,53;61,55;42,31;0;1;Belgium;Western Europe;"Peeters Publishers";"2011-2012, 2014-2024";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
63;145220;"International Journal of Bilingual Education and Bilingualism";journal;"13670050";"Taylor and Francis Ltd.";No;No;1,269;Q1;76;92;198;4600;685;194;3,59;50,00;64,57;12;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
64;144669;"Journal of Intellectual Capital";journal;"14691930";"Emerald Group Publishing Ltd.";No;No;1,258;Q1;118;68;127;6026;1043;122;7,43;88,62;41,24;0;42;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2025";"Business, Management and Accounting (miscellaneous) (Q1); Education (Q1)";"Business, Management and Accounting; Social Sciences"
65;5700168406;"Active Learning in Higher Education";journal;"14697874, 17412625";"SAGE Publications Ltd";No;No;1,242;Q1;66;19;60;728;240;51;3,55;38,32;57,89;2;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2024";"Education (Q1)";"Social Sciences"
66;14271;"Educational Psychology";journal;"14695820, 01443410";"Routledge";Yes;No;1,235;Q1;90;77;241;4008;618;209;2,37;52,05;50,96;8;20;United Kingdom;Western Europe;"Routledge";"1981-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1)";"Psychology; Social Sciences"
67;5600153363;"Equity and Excellence in Education";journal;"10665684";"Taylor and Francis Ltd.";No;No;1,234;Q1;63;42;113;2208;172;96;1,17;52,57;71,26;5;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-1982, 1984, 1986-1988, 1991, 1993-2025";"Education (Q1)";"Social Sciences"
68;14000155855;"International Multilingual Research Journal";journal;"19313160, 19313152";"Routledge";No;No;1,223;Q1;36;22;58;1162;137;54;1,67;52,82;76,32;3;5;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
69;12100155706;"Journal of Language, Identity and Education";journal;"15327701, 15348458";"Routledge";No;No;1,219;Q1;37;35;84;1757;197;83;1,42;50,20;64,29;0;3;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
70;19900191620;"Engineering Studies";journal;"19378629, 19408374";"Taylor and Francis Ltd.";No;No;1,218;Q1;30;13;36;578;64;30;1,17;44,46;40,00;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2025";"Education (Q1); Engineering (miscellaneous) (Q1); History and Philosophy of Science (Q1)";"Arts and Humanities; Engineering; Social Sciences"
71;5700164380;"Comunicar";journal;"19883293, 11343478";"Grupo Comunicar Ediciones";Yes;Yes;1,217;Q1;61;40;123;1743;714;123;6,28;43,58;55,75;0;19;Spain;Western Europe;"Grupo Comunicar Ediciones";"2008-2023";"Communication (Q1); Cultural Studies (Q1); Education (Q1)";"Social Sciences"
72;97030;"Research in Science Education";journal;"15731898, 0157244X";"Springer Netherlands";No;No;1,214;Q1;72;105;202;7088;814;201;4,54;67,50;51,85;16;30;Netherlands;Western Europe;"Springer Netherlands";"1971-2025";"Education (Q1)";"Social Sciences"
73;20598;"English for Specific Purposes";journal;"08894906";"Elsevier B.V.";No;No;1,207;Q1;98;32;81;1589;324;80;3,56;49,66;64,41;0;5;United Kingdom;Western Europe;"Elsevier B.V.";"1980-1981, 1986-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
74;21368;"Instructional Science";journal;"00204277, 15731952";"Springer Netherlands";No;No;1,204;Q1;95;27;109;1783;357;108;3,23;66,04;58,67;3;4;Netherlands;Western Europe;"Springer Netherlands";"1972-1992, 1994-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
75;5800207538;"Journal of Early Childhood Literacy";journal;"14687984";"SAGE Publications Ltd";No;No;1,200;Q1;51;33;65;2050;234;62;2,39;62,12;88,14;9;15;United Kingdom;Western Europe;"SAGE Publications Ltd";"2001-2025";"Education (Q1)";"Social Sciences"
76;21447;"Journal of English for Academic Purposes";journal;"14751585";"Elsevier B.V.";No;No;1,196;Q1;83;57;164;2991;511;149;2,91;52,47;60,87;3;7;United Kingdom;Western Europe;"Elsevier B.V.";"2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
77;21100217601;"ZDM - International Journal on Mathematics Education";journal;"18639704, 18639690";"Springer Verlag";No;No;1,196;Q1;74;104;267;5133;596;264;1,89;49,36;57,14;19;21;Germany;Western Europe;"Springer Verlag";"1997-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
78;21542;"Urban Review";journal;"15731960, 00420972";"Springer Netherlands";No;No;1,195;Q1;59;43;126;3071;198;121;1,46;71,42;71,28;6;23;Netherlands;Western Europe;"Springer Netherlands";"1967-1976, 1978-2025";"Education (Q1); Sociology and Political Science (Q1); Urban Studies (Q1)";"Social Sciences"
79;20970;"Environmental Education Research";journal;"14695871, 13504622";"Carfax Publishing Ltd.";No;No;1,177;Q1;98;116;313;6973;1121;292;3,16;60,11;58,73;29;101;United Kingdom;Western Europe;"Carfax Publishing Ltd.";"1995-2025";"Education (Q1)";"Social Sciences"
80;12099;"British Educational Research Journal";journal;"14693518, 01411926";"Routledge";No;No;1,171;Q1;107;80;185;4090;517;182;2,51;51,13;56,65;22;41;United Kingdom;Western Europe;"Routledge";"1978-2025";"Education (Q1)";"Social Sciences"
81;21100206607;"International Journal of Management Education";journal;"14728117";"Elsevier B.V.";No;No;1,167;Q1;65;47;148;2652;629;146;3,15;56,43;43,59;4;29;Netherlands;Western Europe;"Elsevier B.V.";"1970, 2012-2025";"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
82;21100200658;"Teacher Education and Special Education";journal;"08884064, 19444931";"SAGE Publications Inc.";No;No;1,163;Q1;28;20;70;1122;164;64;2,02;56,10;66,67;3;18;United Kingdom;Western Europe;"SAGE Publications Inc.";"2015-2025";"Education (Q1)";"Social Sciences"
83;100147352;"Educational Measurement: Issues and Practice";journal;"17453992, 07311745";"Wiley-Blackwell Publishing Ltd";No;No;1,158;Q1;68;81;114;1601;156;90;1,14;19,77;42,07;10;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1982-2025";"Education (Q1)";"Social Sciences"
84;22281;"Reading and Writing";journal;"09224777, 15730905";"Springer Netherlands";No;No;1,152;Q1;98;107;283;6740;698;278;2,47;62,99;64,01;12;63;Netherlands;Western Europe;"Springer Netherlands";"1989-2025";"Education (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1); Speech and Hearing (Q1)";"Health Professions; Psychology; Social Sciences"
85;21100901143;"Perspectives on Medical Education";journal;"22122761, 2212277X";"Ubiquity Press";Yes;No;1,148;Q1;47;64;214;1669;474;160;2,12;26,08;59,26;3;10;Netherlands;Western Europe;"Ubiquity Press";"2012-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
86;13344;"Social Psychology of Education";journal;"15731928, 13812890";"Springer Netherlands";No;No;1,136;-;70;74;165;5337;409;165;2,16;72,12;62,69;16;38;Netherlands;Western Europe;"Springer Netherlands";"1996-2025";"Developmental and Educational Psychology (Q1); Social Psychology (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
87;16400154731;"School Leadership and Management";journal;"13632434, 13642626";"Brill Academic Publishers";No;No;1,133;Q1;57;30;90;1529;222;76;2,68;50,97;49,21;15;8;United Kingdom;Western Europe;"Brill Academic Publishers";"1996-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
88;12100156088;"Critical Inquiry in Language Studies";journal;"15427595, 15427587";"Routledge";No;No;1,131;Q1;29;16;43;841;80;40;1,69;52,56;65,00;0;1;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
89;12855;"Comparative Education";journal;"13600486, 03050068";"Routledge";No;No;1,111;Q1;72;33;88;1937;218;80;2,16;58,70;62,26;10;11;United Kingdom;Western Europe;"Routledge";"1964-2025";"Education (Q1)";"Social Sciences"
90;23354;"Journal of Environmental Education";journal;"19401892, 00958964";"Taylor and Francis Ltd.";No;No;1,111;Q1;75;39;95;2315;293;88;2,88;59,36;52,13;11;29;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1971-2025";"Education (Q1); Environmental Science (miscellaneous) (Q1)";"Environmental Science; Social Sciences"
