Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
22;21100873488;"International Journal of STEM Education";journal;"21967822";"SpringerOpen";Yes;No;1,818;Q1;63;57;158;4278;1167;142;6,57;75,05;62,27;7;23;Switzerland;Western Europe;"SpringerOpen";"2014-2025";"Education (Q1)";"Social Sciences"
23;16047;"Race Ethnicity and Education";journal;"1470109X, 13613324";"Routledge";No;No;1,794;Q1;72;46;150;2629;605;147;3,75;57,15;61,73;6;22;United Kingdom;Western Europe;"Routledge";"1998-2025";"Cultural Studies (Q1); Demography (Q1); Education (Q1)";"Social Sciences"
24;18787;"Higher Education";journal;"00181560, 1573174X";"Springer Netherlands";No;No;1,729;Q1;137;130;364;7669;1731;363;3,85;58,99;52,02;39;64;Netherlands;Western Europe;"Springer Netherlands";"1972-2025";"Education (Q1); Law (Q1)";"Social Sciences"
25;21100256106;"Survey Research Methods";journal;"18643361";"European Survey Research Association";Yes;Yes;1,725;Q1;42;18;82;858;375;81;4,91;47,67;38,89;2;2;United Kingdom;Western Europe;"European Survey Research Association";"2007-2024";"Education (Q1)";"Social Sciences"
26;23256;"System";journal;"0346251X";"Elsevier Ltd";No;No;1,723;Q1;115;175;342;10181;1464;334;4,30;58,18;43,80;9;20;United Kingdom;Western Europe;"Elsevier Ltd";"1973-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
27;97030;"Research in Science Education";journal;"15731898, 0157244X";"Springer Netherlands";No;No;1,703;Q1;72;125;245;7565;1421;243;2,55;60,52;53,26;16;27;Netherlands;Western Europe;"Springer Netherlands";"1971-2025";"Education (Q1)";"Social Sciences"
28;200147108;"Distance Education";journal;"14750198, 01587919";"Routledge";No;No;1,654;Q1;74;36;105;1936;605;95;5,86;53,78;51,22;9;15;United Kingdom;Western Europe;"Routledge";"1980-2025";"Education (Q1); E-learning (Q1)";"Social Sciences"
29;77191;"Early Childhood Research Quarterly";journal;"08852006";"Elsevier Ltd";No;No;1,653;Q1;125;105;352;8109;1417;345;3,69;77,23;73,45;31;36;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Sociology and Political Science (Q1)";"Psychology; Social Sciences"
30;23167;"Language Teaching Research";journal;"13621688, 14770954";"SAGE Publications Ltd";No;No;1,640;Q1;91;45;129;2626;603;114;4,10;58,36;55,41;2;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"1997-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
31;19490;"Journal of Higher Education";journal;"15384640, 00221546";"Taylor and Francis Ltd.";No;No;1,607;Q1;110;45;118;2737;397;117;3,04;60,82;58,95;10;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1994, 1996-2025";"Education (Q1)";"Social Sciences"
32;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,604;Q1;59;40;138;2253;771;137;5,05;56,33;41,73;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
33;17806;"Medical Education";journal;"13652923, 03080110";"John Wiley and Sons Inc";No;No;1,598;Q1;171;270;800;6986;2474;390;3,23;25,87;61,86;14;65;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1966-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
34;20853;"Studies in Higher Education";journal;"03075079, 1470174X";"Routledge";No;No;1,565;Q1;138;200;525;9994;2261;508;4,03;49,97;48,44;39;62;United Kingdom;Western Europe;"Routledge";"1976-2025";"Education (Q1)";"Social Sciences"
35;13453;"Learning and Individual Differences";journal;"18733425, 10416080";"Elsevier B.V.";No;No;1,554;Q1;113;80;318;5852;1328;318;3,75;73,15;56,34;4;33;United Kingdom;Western Europe;"Elsevier B.V.";"1989-2000, 2002-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
36;28879;"European Journal of Teacher Education";journal;"14695928, 02619768";"Routledge";No;No;1,548;Q1;65;39;146;1866;966;130;7,83;47,85;66,67;9;10;United Kingdom;Western Europe;"Routledge";"1982-2025";"Education (Q1)";"Social Sciences"
37;25961;"Educational Studies in Mathematics";journal;"15730816, 00131954";"Springer Netherlands";No;No;1,543;Q1;89;84;183;3943;583;169;3,25;46,94;59,26;3;25;Netherlands;Western Europe;"Springer Netherlands";"1968-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
38;18947;"User Modeling and User-Adapted Interaction";journal;"15731391, 09241868";"Springer Netherlands";No;No;1,530;Q1;87;28;66;1950;464;60;6,20;69,64;34,48;3;6;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q1)";"Computer Science; Social Sciences"
39;144953;"Journal of Educational Change";journal;"13892843";"Springer Netherlands";No;No;1,517;Q1;53;28;73;1483;263;72;2,49;52,96;48,08;9;15;Netherlands;Western Europe;"Springer Netherlands";"2005-2025";"Education (Q1)";"Social Sciences"
40;12859;"Cognition and Instruction";journal;"1532690X, 07370008";"Routledge";No;No;1,506;Q1;99;17;61;1423;243;57;3,70;83,71;45,61;0;4;United Kingdom;Western Europe;"Routledge";"1984-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1); Psychology (miscellaneous) (Q1)";"Psychology; Social Sciences"
41;5000157803;"Bilingualism";journal;"14691841, 13667289";"Cambridge University Press";No;No;1,505;Q1;88;74;276;4689;989;240;3,67;63,36;59,28;0;3;United Kingdom;Western Europe;"Cambridge University Press";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
42;145220;"International Journal of Bilingual Education and Bilingualism";journal;"13670050";"Taylor and Francis Ltd.";No;No;1,495;Q1;76;91;234;5163;990;228;4,12;56,74;67,38;7;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
43;26183;"Journal of Computer Assisted Learning";journal;"13652729, 02664909";"Wiley-Blackwell Publishing Ltd";No;No;1,491;Q1;121;118;228;8020;1207;227;5,30;67,97;47,78;14;40;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
44;19692;"Economics of Education Review";journal;"02727757";"Elsevier Ltd";No;No;1,444;Q1;109;76;267;3463;729;266;2,23;45,57;40,46;54;47;United Kingdom;Western Europe;"Elsevier Ltd";"1981-1982, 1984-2025";"Economics and Econometrics (Q1); Education (Q1)";"Economics, Econometrics and Finance; Social Sciences"
45;16400154731;"School Leadership and Management";journal;"13632434, 13642626";"Brill Academic Publishers";No;No;1,443;Q1;57;27;89;1215;311;76;4,23;45,00;55,32;10;12;United Kingdom;Western Europe;"Brill Academic Publishers";"1996-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q1)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
46;21101044934;"npj Science of Learning";journal;"20567936";"Nature Publishing Group";Yes;No;1,440;Q1;32;36;61;1939;353;57;5,90;53,86;46,95;8;9;United Kingdom;Western Europe;"Nature Publishing Group";"2016-2025";"Developmental Neuroscience (Q1); Education (Q1)";"Neuroscience; Social Sciences"
47;18300156704;"Higher Education Research and Development";journal;"14698366, 07294360";"Taylor and Francis Ltd.";No;No;1,435;Q1;99;95;327;4012;1342;323;3,48;42,23;68,95;8;34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1982-1995, 1997, 1999-2025";"Education (Q1)";"Social Sciences"
48;23017;"Second Language Research";journal;"14770326, 02676583";"SAGE Publications Ltd";No;No;1,395;Q1;76;39;83;1669;275;70;2,95;42,79;59,26;1;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
49;5700168406;"Active Learning in Higher Education";journal;"14697874, 17412625";"SAGE Publications Ltd";No;No;1,394;Q1;66;20;59;791;263;50;3,79;39,55;57,14;3;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2024";"Education (Q1)";"Social Sciences"
50;5700164380;"Comunicar";journal;"19883293, 11343478";"Grupo Comunicar Ediciones";Yes;Yes;1,382;Q1;61;41;123;1766;788;123;5,71;43,07;59,69;0;18;Spain;Western Europe;"Grupo Comunicar Ediciones";"2008-2023";"Communication (Q1); Cultural Studies (Q1); Education (Q1)";"Social Sciences"
51;21447;"Journal of English for Academic Purposes";journal;"14751585";"Elsevier B.V.";No;No;1,380;Q1;83;61;183;2775;645;172;3,33;45,49;51,33;3;2;United Kingdom;Western Europe;"Elsevier B.V.";"2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
52;12100156346;"Interpreter and Translator Trainer";journal;"1750399X, 17570417";"Taylor and Francis Ltd.";No;No;1,377;Q1;36;28;68;1043;136;65;1,74;37,25;69,09;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
53;21100217601;"ZDM - International Journal on Mathematics Education";journal;"18639704, 18639690";"Springer Verlag";No;No;1,368;Q1;74;112;279;5312;761;277;2,39;47,43;50,00;7;16;Germany;Western Europe;"Springer Verlag";"1997-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
54;20598;"English for Specific Purposes";journal;"08894906";"Elsevier B.V.";No;No;1,363;Q1;98;34;86;1859;341;84;3,07;54,68;56,52;0;2;United Kingdom;Western Europe;"Elsevier B.V.";"1980-1981, 1986-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
55;5800207673;"ReCALL";journal;"09583440";"Cambridge University Press";No;No;1,343;Q1;71;21;62;900;246;55;3,70;42,86;45,24;0;2;United Kingdom;Western Europe;"Cambridge University Press";"1989-2025";"Computer Science Applications (Q1); Education (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
56;23429;"Assessing Writing";journal;"10752935";"Elsevier Ltd";No;No;1,336;Q1;56;40;92;2072;288;76;2,28;51,80;55,13;0;4;United Kingdom;Western Europe;"Elsevier Ltd";"1994-2000, 2002-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
57;20731;"Research in Higher Education";journal;"1573188X, 03610365";"Springer Netherlands";No;No;1,318;Q1;110;45;132;2763;430;132;2,61;61,40;53,13;15;17;Netherlands;Western Europe;"Springer Netherlands";"1973-2025";"Education (Q1)";"Social Sciences"
58;145597;"ELT Journal";journal;"14774526, 09510893";"Oxford University Press";No;No;1,304;Q1;80;63;115;807;268;106;1,95;12,81;59,52;0;15;United Kingdom;Western Europe;"Oxford University Press";"1946-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Linguistics and Language (Q1)";"Psychology; Social Sciences"
59;12855;"Comparative Education";journal;"13600486, 03050068";"Routledge";No;No;1,290;Q1;72;31;91;1949;263;84;3,42;62,87;41,46;5;11;United Kingdom;Western Europe;"Routledge";"1964-2025";"Education (Q1)";"Social Sciences"
60;145202;"Journal of Mathematics Teacher Education";journal;"13864416";"Springer Netherlands";No;No;1,285;Q1;52;33;89;1420;204;72;2,03;43,03;67,86;3;1;Netherlands;Western Europe;"Springer Netherlands";"2005-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
61;6300153120;"Educational Management Administration and Leadership";journal;"17411440, 17411432";"SAGE Publications Ltd";No;No;1,282;Q1;67;58;179;3491;521;160;1,97;60,19;47,62;13;19;United Kingdom;Western Europe;"SAGE Publications Ltd";"1972-1993, 1995-1999, 2003-2025";"Education (Q1); Strategy and Management (Q1)";"Business, Management and Accounting; Social Sciences"
62;5600153363;"Equity and Excellence in Education";journal;"10665684";"Taylor and Francis Ltd.";No;No;1,280;Q1;63;35;118;1427;219;100;1,29;40,77;74,07;1;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-1982, 1984, 1986-1988, 1991, 1993-2025";"Education (Q1)";"Social Sciences"
63;5700156763;"Teachers and Teaching: Theory and Practice";journal;"13540602, 14701278";"Taylor and Francis Ltd.";No;No;1,242;Q1;80;45;163;2304;468;146;2,69;51,20;70,63;4;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2025";"Arts and Humanities (miscellaneous) (Q1); Education (Q1)";"Arts and Humanities; Social Sciences"
64;19700187630;"Critical Studies in Education";journal;"17508495, 17508487";"Taylor and Francis Ltd.";No;No;1,221;Q1;52;40;94;1999;305;94;3,26;49,98;48,15;11;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Education (Q1)";"Social Sciences"
65;24236;"Prospects";journal;"00331538";"Springer Netherlands";No;No;1,220;Q1;41;52;56;2354;472;49;8,43;45,27;57,80;11;25;Netherlands;Western Europe;"Springer Netherlands";"1970, 1972-2025";"Education (Q1)";"Social Sciences"
66;22281;"Reading and Writing";journal;"09224777, 15730905";"Springer Netherlands";No;No;1,219;Q1;98;103;297;6221;859;290;2,70;60,40;63,46;7;64;Netherlands;Western Europe;"Springer Netherlands";"1989-2025";"Education (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1); Speech and Hearing (Q1)";"Health Professions; Psychology; Social Sciences"
67;21368;"Instructional Science";journal;"00204277, 15731952";"Springer Netherlands";No;No;1,218;Q1;95;33;98;2251;360;98;2,80;68,21;67,31;3;8;Netherlands;Western Europe;"Springer Netherlands";"1972-1992, 1994-2025";"Developmental and Educational Psychology (Q1); Education (Q1)";"Psychology; Social Sciences"
68;20934;"Sport, Education and Society";journal;"14701243, 13573322";"Routledge";No;No;1,211;Q1;83;70;227;3825;869;225;3,69;54,64;47,13;6;36;United Kingdom;Western Europe;"Routledge";"1996-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
69;21100217021;"Journal of Writing Research";journal;"22943307, 20301006";"University of Antwerp";Yes;Yes;1,205;Q1;34;14;52;982;138;52;3,14;70,14;64,71;1;4;Belgium;Western Europe;"University of Antwerp";"2008-2025";"Education (Q1); Linguistics and Language (Q1); Literature and Literary Theory (Q1)";"Arts and Humanities; Social Sciences"
70;200147109;"Journal of Education for Teaching";journal;"13600540, 02607476";"Routledge";No;No;1,191;Q1;57;63;172;1959;765;154;5,24;31,10;60,58;6;14;United Kingdom;Western Europe;"Routledge";"1981-1998, 2001-2003, 2005-2025";"Education (Q1)";"Social Sciences"
71;145681;"Interactive Learning Environments";journal;"10494820";"Taylor and Francis Ltd.";No;No;1,165;Q1;80;93;258;4431;1138;235;4,80;47,65;37,55;14;34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1990, 1992-1994, 2004-2025";"Computer Science Applications (Q1); Education (Q1); E-learning (Q1)";"Computer Science; Social Sciences"
72;5800179620;"Technology, Pedagogy and Education";journal;"17475139, 1475939X";"Routledge";No;No;1,162;Q1;53;42;121;2192;417;119;3,26;52,19;44,92;0;14;United Kingdom;Western Europe;"Routledge";"2003-2025";"Communication (Q1); Computer Science Applications (Q1); Education (Q1); Information Systems (Q1)";"Computer Science; Social Sciences"
73;144669;"Journal of Intellectual Capital";journal;"14691930";"Emerald Group Publishing Ltd.";No;No;1,159;Q1;118;50;151;4648;971;145;6,01;92,96;34,81;0;27;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2025";"Business, Management and Accounting (miscellaneous) (Q1); Education (Q1)";"Business, Management and Accounting; Social Sciences"
74;5000154503;"Thinking Skills and Creativity";journal;"18711871";"Elsevier B.V.";No;No;1,157;Q1;75;147;251;9953;1198;250;4,20;67,71;51,80;9;26;Netherlands;Western Europe;"Elsevier B.V.";"2006-2025";"Education (Q1)";"Social Sciences"
75;12694;"International Journal of Science Education";journal;"09500693, 14645289";"Taylor and Francis Ltd.";No;No;1,151;Q1;132;139;392;8438;1166;388;2,76;60,71;54,19;11;48;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Education (Q1)";"Social Sciences"
76;23646;"Journal of Science Education and Technology";journal;"10590145, 15731839";"Springer Netherlands";No;No;1,151;Q1;85;61;149;3736;608;149;3,95;61,25;43,38;7;23;Netherlands;Western Europe;"Springer Netherlands";"1992-2002, 2004-2025";"Education (Q1); Engineering (miscellaneous) (Q1)";"Engineering; Social Sciences"
77;144837;"International Journal of Science and Mathematics Education";journal;"15710068";"Springer Netherlands";No;No;1,149;Q1;60;90;269;4650;687;264;2,44;51,67;53,65;5;18;Netherlands;Western Europe;"Springer Netherlands";"2003-2025";"Education (Q1); Mathematics (miscellaneous) (Q1)";"Mathematics; Social Sciences"
78;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;1,138;Q1;68;24;97;1557;312;95;2,38;64,88;55,74;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2025";"Education (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
79;18676;"Technology in Society";journal;"0160791X";"Elsevier Ltd";No;No;1,138;Q1;112;328;376;25030;2781;375;7,51;76,31;37,99;59;173;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2025";"Business and International Management (Q1); Education (Q1); Human Factors and Ergonomics (Q1); Sociology and Political Science (Q1)";"Business, Management and Accounting; Social Sciences"
80;20970;"Environmental Education Research";journal;"14695871, 13504622";"Carfax Publishing Ltd.";No;No;1,127;Q1;98;91;341;6445;1270;318;3,85;70,82;57,99;28;84;United Kingdom;Western Europe;"Carfax Publishing Ltd.";"1995-2025";"Education (Q1)";"Social Sciences"
81;5700163257;"International Journal of Qualitative Methods";journal;"16094069";"SAGE Publications Inc.";Yes;No;1,116;Q1;94;196;357;10008;1521;310;4,26;51,06;69,52;34;78;United Kingdom;Western Europe;"SAGE Publications Inc.";"2002-2025";"Education (Q1)";"Social Sciences"
82;5800228211;"European Physical Education Review";journal;"1356336X, 17412749";"SAGE Publications Ltd";No;No;1,115;Q1;59;57;161;3391;626;159;3,51;59,49;42,29;0;24;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2025";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
83;19700182114;"Professional Development in Education";journal;"19415257, 19415265";"Routledge";No;No;1,094;Q1;56;61;179;2953;442;162;2,57;48,41;67,65;10;21;United Kingdom;Western Europe;"Routledge";"2009-2025";"Education (Q1)";"Social Sciences"
84;14271;"Educational Psychology";journal;"14695820, 01443410";"Routledge";Yes;No;1,083;Q1;90;78;231;4064;683;199;2,69;52,10;51,60;8;20;United Kingdom;Western Europe;"Routledge";"1981-2025";"Developmental and Educational Psychology (Q1); Education (Q1); Experimental and Cognitive Psychology (Q1)";"Psychology; Social Sciences"
85;14304;"Educational Review";journal;"14653397, 00131911";"Routledge";No;No;1,082;Q1;67;39;128;2256;492;123;3,77;57,85;55,26;10;16;United Kingdom;Western Europe;"Routledge";"1948-2025";"Education (Q1)";"Social Sciences"
86;21100301445;"Journal of Research on Technology in Education";journal;"19450818, 15391523";"Taylor and Francis Ltd.";No;No;1,078;Q1;80;19;83;1111;303;81;3,92;58,47;41,18;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2001-2025";"Computer Science Applications (Q1); Education (Q1)";"Computer Science; Social Sciences"
87;21100903415;"Journal of Professional Capital and Community";journal;"20569548, 20569556";"Emerald Group Publishing Ltd.";No;No;1,076;Q1;27;21;79;1079;282;77;4,21;51,38;58,97;0;6;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2025";"Communication (Q1); Education (Q1); Social Psychology (Q1)";"Psychology; Social Sciences"
88;18357;"Medical Teacher";journal;"0142159X, 1466187X";"Taylor and Francis Ltd.";No;No;1,073;Q1;146;324;938;7092;2457;619;2,72;21,89;53,57;0;64;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1979-2025";"Education (Q1); Medicine (miscellaneous) (Q1)";"Medicine; Social Sciences"
89;12099;"British Educational Research Journal";journal;"14693518, 01411926";"Routledge";No;No;1,072;Q1;107;90;203;5053;539;199;2,18;56,14;54,21;19;44;United Kingdom;Western Europe;"Routledge";"1978-2025";"Education (Q1)";"Social Sciences"
90;14000155855;"International Multilingual Research Journal";journal;"19313160, 19313152";"Routledge";No;No;1,069;Q1;36;19;61;1253;143;58;1,78;65,95;71,11;0;6;United Kingdom;Western Europe;"Routledge";"2010-2025";"Education (Q1); Linguistics and Language (Q1)";"Social Sciences"
