Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
11;24141;"Artificial Intelligence Review";journal;"02692821, 15737462";"Springer Netherlands";No;No;1,195;Q1;138;177;187;17311;1751;187;9,21;97,80;24,15;9;23;Netherlands;Western Europe;"Springer Netherlands";"1986-2025";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
12;21100790723;"Computability";journal;"22113576, 22113568";"SAGE Publications Ltd";No;No;1,136;Q1;13;18;52;395;55;50;1,00;21,94;8,57;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2012-2024";"Artificial Intelligence (Q1); Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
13;23640;"Advanced Engineering Informatics";journal;"14740346";"Elsevier Ltd";No;No;1,107;Q1;124;146;295;8184;2017;289;6,59;56,05;25,61;6;41;United Kingdom;Western Europe;"Elsevier Ltd";"2002-2025";"Artificial Intelligence (Q1); Information Systems (Q1)";"Computer Science"
14;24182;"Engineering Applications of Artificial Intelligence";journal;"09521976";"Elsevier Ltd";No;No;1,106;Q1;149;359;638;19930;4376;634;7,05;55,52;24,00;6;61;United Kingdom;Western Europe;"Elsevier Ltd";"1988-2025";"Artificial Intelligence (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1)";"Computer Science; Engineering"
15;24807;"Neurocomputing";journal;"09252312, 18728286";"Elsevier B.V.";No;No;1,085;Q1;216;1547;3582;74047;24203;3531;6,71;47,86;29,84;7;97;Netherlands;Western Europe;"Elsevier B.V.";"1989-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Cognitive Neuroscience (Q2)";"Computer Science; Neuroscience"
16;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;0,983;Q1;61;36;136;1814;359;134;2,48;50,39;31,78;2;20;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Software (Q1)";"Computer Science"
17;24140;"Artificial Intelligence in Medicine";journal;"09333657, 18732860";"Elsevier B.V.";No;No;0,980;Q1;118;165;245;9098;1766;237;6,73;55,14;30,06;9;59;Netherlands;Western Europe;"Elsevier B.V.";"1989-2025";"Artificial Intelligence (Q1); Medicine (miscellaneous) (Q1)";"Computer Science; Medicine"
18;23675;"Artificial Intelligence";journal;"00043702";"Elsevier B.V.";No;No;0,960;Q1;174;98;229;5494;1342;227;5,74;56,06;18,09;4;2;Netherlands;Western Europe;"Elsevier B.V.";"1968, 1970-2025";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
19;18016;"Autonomous Robots";journal;"15737527, 09295593";"Springer Netherlands";No;No;0,948;Q1;135;86;314;3435;1578;306;4,42;39,94;19,49;1;8;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q1)";"Computer Science"
20;26803;"Journal of Pragmatics";journal;"03782166";"Elsevier B.V.";No;No;0,942;Q1;128;170;491;9387;902;459;1,64;55,22;60,00;6;8;Netherlands;Western Europe;"Elsevier B.V.";"1977-2025";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
21;36450;"Design Studies";journal;"0142694X";"Elsevier Ltd";No;No;0,910;Q1;116;33;152;2255;626;142;3,00;68,33;50,00;4;4;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2025";"Architecture (Q1); Artificial Intelligence (Q1); Arts and Humanities (miscellaneous) (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
22;26529;"Fuzzy Sets and Systems";journal;"01650114";"Elsevier B.V.";No;No;0,902;Q1;191;222;567;7724;2053;557;3,38;34,79;25,17;1;6;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Artificial Intelligence (Q1); Logic (Q1)";"Computer Science; Mathematics"
23;13880;"Artificial Intelligence and Law";journal;"09248463, 15728382";"Springer Nature";No;No;0,856;Q1;52;18;50;830;261;46;4,03;46,11;29,41;6;2;Netherlands;Western Europe;"Springer Nature";"1992-1993, 1995-2025";"Artificial Intelligence (Q1); Law (Q1)";"Computer Science; Social Sciences"
24;24777;"Minds and Machines";journal;"09246495, 15728641";"Springer Netherlands";No;No;0,806;Q1;56;30;102;1864;312;87;3,59;62,13;26,47;9;4;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Artificial Intelligence (Q1); Philosophy (Q1)";"Arts and Humanities; Computer Science"
25;18197;"Integrated Computer-Aided Engineering";journal;"10692509, 18758835";"SAGE Publications Ltd";No;No;0,801;Q2;50;18;86;1087;378;83;4,24;60,39;15,71;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2025";"Computational Theory and Mathematics (Q1); Software (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
26;23674;"Applied Intelligence";journal;"0924669X, 15737497";"Springer Netherlands";No;No;0,791;Q2;108;283;683;13144;3500;682;5,23;46,45;30,60;2;19;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Artificial Intelligence (Q2)";"Computer Science"
27;12358;"International Journal of Fuzzy Systems";journal;"15622479, 21993211";"Springer International Publishing AG";No;No;0,730;Q2;67;189;539;7977;2295;532;4,57;42,21;29,70;0;20;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2025";"Software (Q1); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
28;21101017244;"Drones";journal;"2504446X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,713;Q2;59;78;132;4146;733;127;5,54;53,15;24,91;12;27;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Aerospace Engineering (Q1); Information Systems (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2)";"Computer Science; Engineering"
29;24800;"Neural Computing and Applications";journal;"09410643, 14333058";"Springer London";No;No;0,713;Q2;146;1129;1610;50962;8295;1594;5,08;45,14;24,85;21;164;United Kingdom;Western Europe;"Springer London";"1993-2025";"Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
30;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";"Taylor and Francis Ltd.";No;No;0,686;Q2;24;21;49;792;156;48;3,74;37,71;39,29;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Computer Networks and Communications (Q1); Information Systems (Q1); Artificial Intelligence (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Mathematics"
31;15435;"Journal of Consciousness Studies";journal;"20512201, 13558250";"Imprint Academic";No;No;0,685;Q2;77;73;224;2800;271;212;1,35;38,36;26,92;0;0;United Kingdom;Western Europe;"Imprint Academic";"1996-2025";"Philosophy (Q1); Artificial Intelligence (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Psychology (miscellaneous) (Q2)";"Agricultural and Biological Sciences; Arts and Humanities; Computer Science; Psychology"
32;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";"Cambridge University Press";No;No;0,685;Q2;52;49;133;1690;244;128;1,83;34,49;21,80;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2001-2025";"Hardware and Architecture (Q1); Software (Q1); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
33;24825;"Pattern Recognition Letters";journal;"01678655";"Elsevier B.V.";No;No;0,669;Q2;188;520;911;18395;4364;890;4,61;35,38;26,80;11;70;Netherlands;Western Europe;"Elsevier B.V.";"1982-2025";"Computer Vision and Pattern Recognition (Q1); Software (Q1); Artificial Intelligence (Q2); Signal Processing (Q2)";"Computer Science"
34;21100199837;"Frontiers in Neurorobotics";journal;"16625218";"Frontiers Media SA";Yes;No;0,668;Q2;56;114;263;6096;1022;256;3,28;53,47;23,06;2;11;Switzerland;Western Europe;"Frontiers Media SA";"2007-2025";"Artificial Intelligence (Q2); Biomedical Engineering (Q2)";"Computer Science; Engineering"
35;24775;"Machine Learning";journal;"15730565, 08856125";"Springer Netherlands";No;No;0,667;Q2;175;85;233;4050;933;218;3,84;47,65;16,98;4;1;Netherlands;Western Europe;"Springer Netherlands";"1986-2025";"Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
36;145544;"Journal of Semantics";journal;"01675133, 14774593";"Oxford University Press";No;No;0,661;Q2;52;11;56;751;75;56;1,31;68,27;40,00;0;0;United Kingdom;Western Europe;"Oxford University Press";"1982-1986, 1990-2024";"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2)";"Arts and Humanities; Computer Science; Social Sciences"
37;21100210905;"i-Perception";journal;"20416695";"SAGE Publications Ltd";Yes;No;0,640;Q2;42;75;248;3378;390;246;1,19;45,04;36,41;1;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2025";"Artificial Intelligence (Q2); Ophthalmology (Q2); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
38;15703;"Knowledge and Information Systems";journal;"02191377, 02193116";"Springer London";No;No;0,634;Q2;100;162;407;8042;1621;406;3,49;49,64;23,56;1;9;United Kingdom;Western Europe;"Springer London";"1999-2025";"Hardware and Architecture (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
39;24360;"Journal of Intelligent and Robotic Systems: Theory and Applications";journal;"15730409, 09210296";"Springer Nature";No;No;0,631;Q2;105;252;547;9446;1904;507;3,17;37,48;19,37;6;34;Netherlands;Western Europe;"Springer Nature";"1988-2025";"Industrial and Manufacturing Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Mechanical Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
40;24175;"Constraints";journal;"15729354, 13837133";"Springer Netherlands";No;No;0,624;Q2;49;13;53;402;133;47;3,27;30,92;11,43;0;0;Netherlands;Western Europe;"Springer Netherlands";"1996-2024";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Software (Q2)";"Computer Science; Mathematics"
41;12795;"Perception";journal;"14684233, 03010066";"SAGE Publications Inc.";No;No;0,619;Q2;106;84;258;3662;366;240;1,19;43,60;46,09;2;3;United Kingdom;Western Europe;"SAGE Publications Inc.";"1972-2025";"Artificial Intelligence (Q2); Ophthalmology (Q2); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
42;21100970248;"CAAI Transactions on Intelligence Technology";journal;"24686557, 24682322";"John Wiley &amp; Sons Inc.";Yes;No;0,613;Q2;44;39;83;1520;387;78;5,54;38,97;27,27;1;3;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2017-2025";"Computer Networks and Communications (Q1); Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2); Information Systems (Q2)";"Computer Science"
43;21100868821;"Frontiers in Robotics and AI";journal;"22969144";"Frontiers Media SA";Yes;No;0,547;Q2;68;206;355;11016;1380;347;3,89;53,48;26,10;19;33;Switzerland;Western Europe;"Frontiers Media SA";"2014-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2)";"Computer Science"
44;12886;"Cognitive Systems Research";journal;"13890417, 22144366";"Elsevier B.V.";No;No;0,520;Q2;73;64;317;2906;1302;308;4,46;45,41;19,53;1;7;Netherlands;Western Europe;"Elsevier B.V.";"1999-2025";"Artificial Intelligence (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Neuroscience; Psychology"
45;21100922617;"Expert Systems with Applications: X";journal;"25901885";"Elsevier Ltd";Yes;No;0,517;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2020";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Engineering (miscellaneous) (Q2)";"Computer Science; Engineering"
46;21101020112;"Big Data and Cognitive Computing";journal;"25042289";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,511;Q2;44;39;97;2547;407;95;4,19;65,31;23,02;1;15;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Information Systems (Q2); Management Information Systems (Q2)";"Business, Management and Accounting; Computer Science"
47;130113;"Cognitive Processing";journal;"16124782, 16124790";"Springer Verlag";No;No;0,510;Q2;56;52;153;3212;257;148;1,62;61,77;51,28;2;2;Germany;Western Europe;"Springer Verlag";"2005-2025";"Artificial Intelligence (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Medicine (miscellaneous) (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
48;21100824892;"Law, Innovation and Technology";journal;"1757997X, 17579961";"Taylor and Francis Ltd.";No;No;0,508;Q2;27;12;36;0;130;35;2,33;0,00;48,00;1;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2024";"Law (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Biotechnology (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
49;24354;"Journal of Automated Reasoning";journal;"15730670, 01687433";"Springer Netherlands";No;No;0,497;Q2;64;59;134;2164;291;123;1,78;36,68;12,95;0;0;Netherlands;Western Europe;"Springer Netherlands";"1985-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)";"Computer Science"
50;21100901150;"Data Science and Engineering";journal;"23641541, 23641185";"Springer International Publishing";Yes;Yes;0,497;-;32;32;82;1150;282;72;3,59;35,94;20,75;0;1;Switzerland;Western Europe;"Springer International Publishing";"2016-2025";"Computational Mechanics (Q2); Computer Science Applications (Q2)";"Computer Science; Engineering"
51;24774;"Knowledge Engineering Review";journal;"14698005, 02698889";"Cambridge University Press";No;No;0,477;Q2;73;37;49;1499;133;46;2,54;40,51;25,20;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1984, 1987-2025";"Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
52;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,476;-;78;129;337;5013;754;335;2,47;38,86;18,86;0;22;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computer Science Applications (Q2); Control and Systems Engineering (Q2); Mathematics (miscellaneous) (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics"
53;24806;"Neural Processing Letters";journal;"13704621, 1573773X";"Springer Netherlands";No;No;0,463;Q2;72;282;538;12326;1680;534;2,87;43,71;31,41;1;11;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
54;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,437;Q2;75;35;88;1186;194;86;2,07;33,89;18,69;0;3;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Software (Q2); Control and Optimization (Q3)";"Computer Science; Decision Sciences; Mathematics"
55;24157;"Autonomous Agents and Multi-Agent Systems";journal;"15737454, 13872532";"Springer Netherlands";No;No;0,432;Q2;82;55;100;2891;282;99;3,06;52,56;23,70;0;7;Netherlands;Western Europe;"Springer Netherlands";"1998-2025";"Artificial Intelligence (Q2)";"Computer Science"
56;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";"Tsinghua University Press";Yes;Yes;0,431;Q2;27;30;92;971;140;92;0,89;32,37;22,41;1;2;United Kingdom;Western Europe;"Tsinghua University Press";"2011, 2014-2024";"Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Applied Mathematics (Q3); Logic (Q3); Theoretical Computer Science (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
57;21100893766;"Frontiers in ICT";journal;"2297198X";"Frontiers Media SA";Yes;No;0,427;Q2;30;1;82;32;264;78;2,43;32,00;0,00;0;0;Switzerland;Western Europe;"Frontiers Media SA";"2014-2020";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
58;24361;"Journal of Intelligent Information Systems";journal;"15737675, 09259902";"Springer Netherlands";No;No;0,424;Q2;68;54;148;2543;394;146;2,59;47,09;28,00;1;1;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
59;23678;"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM";journal;"08900604, 14691760";"Cambridge University Press";No;No;0,413;Q3;62;38;110;1756;226;105;2,16;46,21;35,05;0;12;United Kingdom;Western Europe;"Cambridge University Press";"1987-2025";"Industrial and Manufacturing Engineering (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
60;21100901156;"Journal of Reliable Intelligent Environments";journal;"21994668, 21994676";"Springer International Publishing AG";No;No;0,411;-;29;20;59;826;126;47;2,44;41,30;30,00;0;7;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2025";"Computer Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q3)";"Computer Science; Energy"
61;9500154152;"Intelligent Service Robotics";journal;"18612784, 18612776";"Springer Verlag";No;No;0,398;Q3;44;37;85;1575;237;84;3,12;42,57;19,70;1;8;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computational Mechanics (Q2); Engineering (miscellaneous) (Q2); Mechanical Engineering (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
62;144749;"International Journal of Advanced Robotic Systems";journal;"17298806";"SAGE Publications Inc.";Yes;No;0,394;Q3;70;273;725;9445;1632;722;2,05;34,60;27,26;3;36;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Software (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3)";"Computer Science"
63;21100833833;"Robotics";journal;"22186581";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,390;Q3;48;110;222;4942;640;215;2,91;44,93;19,49;1;19;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Mechanical Engineering (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3)";"Computer Science; Engineering; Mathematics"
64;24357;"Journal of Experimental and Theoretical Artificial Intelligence";journal;"13623079, 0952813X";"Taylor and Francis Ltd.";No;No;0,389;Q3;55;57;175;2739;462;171;2,56;48,05;20,00;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
65;21100218522;"Biologically Inspired Cognitive Architectures";journal;"2212683X";"Elsevier B.V.";No;No;0,383;Q3;28;0;80;0;169;80;2,21;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2012-2018";"Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Cognitive Neuroscience (Q4)";"Computer Science; Neuroscience; Psychology"
66;24173;"Connection Science";journal;"13600494, 09540091";"Taylor and Francis A.S.";Yes;No;0,382;Q3;52;22;72;955;141;64;1,70;43,41;20,00;0;1;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2025";"Software (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3)";"Computer Science"
67;19900191732;"Argument and Computation";journal;"19462166, 19462174";"SAGE Publications Ltd";Yes;No;0,380;Q3;27;11;42;741;83;38;1,96;67,36;29,63;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2024";"Linguistics and Language (Q1); Artificial Intelligence (Q3); Computational Mathematics (Q3); Computer Science Applications (Q3)";"Computer Science; Mathematics; Social Sciences"
68;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";"Springer London";No;No;0,378;Q3;66;110;274;4893;691;274;2,76;44,48;23,08;1;4;United Kingdom;Western Europe;"Springer London";"1998-2025";"Computer Vision and Pattern Recognition (Q2); Artificial Intelligence (Q3)";"Computer Science"
69;21101019779;"Cybersecurity";journal;"20964862, 25233246";"SpringerOpen";Yes;Yes;0,374;Q3;28;22;39;1356;153;39;3,92;61,64;22,97;3;2;United Kingdom;Western Europe;"SpringerOpen";"2018-2025";"Computer Networks and Communications (Q2); Information Systems (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
70;21100821307;"Applied Computational Intelligence and Soft Computing";journal;"16879724, 16879732";"John Wiley and Sons Ltd";Yes;No;0,371;Q3;26;11;44;570;124;42;2,79;51,82;37,50;0;3;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2016-2024";"Computational Mechanics (Q2); Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Civil and Structural Engineering (Q3); Computer Science Applications (Q3)";"Computer Science; Engineering"
71;23670;"Annals of Mathematics and Artificial Intelligence";journal;"15737470, 10122443";"Springer Netherlands";No;No;0,369;Q3;61;55;129;2092;184;118;1,17;38,04;16,92;1;2;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q3); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
72;24185;"Expert Systems";journal;"14680394, 02664720";"Wiley-Blackwell Publishing Ltd";No;No;0,365;Q3;61;119;231;5411;619;221;2,83;45,47;23,12;2;24;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1984-2025";"Control and Systems Engineering (Q2); Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Theoretical Computer Science (Q3)";"Computer Science; Engineering; Mathematics"
73;23737;"Computational Intelligence";journal;"08247935, 14678640";"Wiley-Blackwell Publishing Ltd";No;No;0,353;Q3;60;83;139;3140;299;137;2,54;37,83;23,44;0;18;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Artificial Intelligence (Q3); Computational Mathematics (Q3)";"Computer Science; Mathematics"
74;23616;"AI and Society";journal;"09515666, 14355655";"Springer London";No;No;0,343;Q3;55;102;196;4421;324;168;1,68;43,34;23,67;27;13;United Kingdom;Western Europe;"Springer London";"1987-1996, 1998-2025";"Philosophy (Q1); Artificial Intelligence (Q3); Human-Computer Interaction (Q3)";"Arts and Humanities; Computer Science"
75;21101019334;"Journal of Business Analytics";journal;"2573234X, 25732358";"Taylor and Francis Ltd.";No;No;0,342;-;12;11;22;488;44;21;2,00;44,36;20,00;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2025";"Industrial and Manufacturing Engineering (Q2); Information Systems (Q3); Management Information Systems (Q3)";"Business, Management and Accounting; Computer Science; Engineering"
76;23617;"AI Communications";journal;"09217126";"SAGE Publications Ltd";No;No;0,337;Q3;46;13;79;687;175;77;1,47;52,85;28,21;0;1;Netherlands;Western Europe;"SAGE Publications Ltd";"1987-2024";"Artificial Intelligence (Q3)";"Computer Science"
