Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
45;21101054787;"Quantum Machine Intelligence";journal;"25244914, 25244906";"Springer Science and Business Media Deutschland GmbH";No;No;1,051;Q2;23;28;56;1126;327;55;5,76;40,21;23,86;0;1;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2019-2025";"Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Software (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
46;21101068929;"Smart Cities";journal;"26246511";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;1,015;Q2;42;88;184;6171;1425;178;8,30;70,13;36,69;9;73;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2024";"Electrical and Electronic Engineering (Q1); Urban Studies (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering; Social Sciences"
47;21100790723;"Computability";journal;"22113576, 22113568";"SAGE Publications Ltd";No;No;1,008;Q2;13;16;53;466;42;51;0,76;29,13;13,33;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2012-2024";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
48;21100901156;"Journal of Reliable Intelligent Environments";journal;"21994668, 21994676";"Springer International Publishing AG";No;No;1,000;Q2;29;29;66;1203;297;54;5,24;41,48;25,97;0;10;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2025";"Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Artificial Intelligence (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy"
49;21101078838;"Computers in Human Behavior Reports";journal;"24519588";"Elsevier B.V.";Yes;No;0,946;Q2;30;77;132;5347;643;130;4,87;69,44;43,90;8;11;United Kingdom;Western Europe;"Elsevier B.V.";"2020-2025";"Applied Psychology (Q2); Artificial Intelligence (Q2); Cognitive Neuroscience (Q2); Computer Science Applications (Q2); Human-Computer Interaction (Q2); Neuroscience (miscellaneous) (Q2)";"Computer Science; Neuroscience; Psychology"
50;24157;"Autonomous Agents and Multi-Agent Systems";journal;"15737454, 13872532";"Springer Netherlands";No;No;0,927;Q2;82;53;127;3003;492;124;2,91;56,66;21,14;0;3;Netherlands;Western Europe;"Springer Netherlands";"1998-2025";"Artificial Intelligence (Q2)";"Computer Science"
51;24360;"Journal of Intelligent and Robotic Systems: Theory and Applications";journal;"15730409, 09210296";"Springer Nature";No;No;0,861;Q2;105;251;713;11749;2783;672;3,68;46,81;21,33;1;39;Netherlands;Western Europe;"Springer Nature";"1988-2025";"Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
52;21100781972;"Progress in Artificial Intelligence";journal;"21926360, 21926352";"Springer Nature";No;No;0,860;Q2;32;29;91;1449;493;91;6,13;49,97;23,19;0;3;Germany;Western Europe;"Springer Nature";"2012-2025";"Artificial Intelligence (Q2)";"Computer Science"
53;24173;"Connection Science";journal;"13600494, 09540091";"Taylor and Francis A.S.";Yes;No;0,853;Q2;52;135;96;5689;595;94;6,62;42,14;34,78;0;16;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2025";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
54;21101017244;"Drones";journal;"2504446X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,845;Q2;59;427;310;20319;2049;300;5,98;47,59;25,26;13;116;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Aerospace Engineering (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering"
55;12358;"International Journal of Fuzzy Systems";journal;"15622479, 21993211";"Springer International Publishing AG";No;No;0,839;Q2;67;232;549;10416;2430;540;4,34;44,90;32,54;0;36;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
56;18197;"Integrated Computer-Aided Engineering";journal;"10692509, 18758835";"SAGE Publications Ltd";No;No;0,817;Q2;50;32;74;1922;361;65;5,57;60,06;15,25;0;9;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
57;21100833833;"Robotics";journal;"22186581";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,812;Q2;48;154;346;7235;1534;341;4,57;46,98;19,54;2;37;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Control and Optimization (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering; Mathematics"
58;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;0,806;Q2;61;40;118;1820;310;118;2,35;45,50;39,78;0;14;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2)";"Computer Science"
59;24361;"Journal of Intelligent Information Systems";journal;"15737675, 09259902";"Springer Netherlands";No;No;0,804;Q2;68;61;156;2835;654;152;4,76;46,48;22,56;0;6;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
60;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,789;Q2;75;23;105;893;293;102;2,96;38,83;14,93;0;2;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Optimization (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Software (Q2)";"Computer Science; Decision Sciences; Mathematics"
61;15703;"Knowledge and Information Systems";journal;"02191377, 02193116";"Springer London";No;No;0,774;Q2;100;122;452;6812;1598;452;3,14;55,84;24,83;2;12;United Kingdom;Western Europe;"Springer London";"1999-2025";"Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
62;24354;"Journal of Automated Reasoning";journal;"15730670, 01687433";"Springer Netherlands";No;No;0,770;Q2;64;34;159;1614;259;146;1,48;47,47;18,52;1;0;Netherlands;Western Europe;"Springer Netherlands";"1985-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)";"Computer Science"
63;21100199837;"Frontiers in Neurorobotics";journal;"16625218";"Frontiers Media SA";Yes;No;0,757;Q2;56;303;411;13015;1654;394;3,51;42,95;28,61;3;32;Switzerland;Western Europe;"Frontiers Media SA";"2007-2025";"Artificial Intelligence (Q2); Biomedical Engineering (Q2)";"Computer Science; Engineering"
64;21101062817;"Frontiers in Artificial Intelligence";journal;"26248212";"Frontiers Media SA";Yes;No;0,737;Q2;47;296;324;15878;1502;315;4,58;53,64;32,61;18;74;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Artificial Intelligence (Q2)";"Computer Science"
65;21100912216;"IET Cyber-Physical Systems: Theory and Applications";journal;"23983396";"John Wiley &amp; Sons Inc.";Yes;No;0,728;Q2;23;19;107;612;305;105;2,53;32,21;18,37;0;4;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2016-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering"
66;21100868821;"Frontiers in Robotics and AI";journal;"22969144";"Frontiers Media SA";Yes;No;0,726;Q2;68;389;750;18340;2992;718;3,70;47,15;24,77;9;78;Switzerland;Western Europe;"Frontiers Media SA";"2014-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2)";"Computer Science"
67;21101058018;"Journal of Physics: Complexity";journal;"2632072X";"IOP Publishing Ltd.";Yes;No;0,724;Q2;19;55;113;3220;306;113;2,71;58,55;23,19;0;9;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2020-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science"
68;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,704;Q2;78;228;380;8840;1213;376;2,97;38,77;20,65;0;39;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computational Mechanics (Q1); Mathematics (miscellaneous) (Q1); Mechanical Engineering (Q1); Rehabilitation (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics; Medicine"
69;21101017166;"KI - Kunstliche Intelligenz";journal;"16101987, 09331875";"Springer International Publishing";No;No;0,703;Q2;34;37;151;1207;403;113;3,03;32,62;35,71;1;2;Switzerland;Western Europe;"Springer International Publishing";"2010-2025";"Artificial Intelligence (Q2)";"Computer Science"
70;23616;"AI and Society";journal;"09515666, 14355655";"Springer London";No;No;0,688;Q2;55;123;294;6702;998;261;4,01;54,49;32,31;12;20;United Kingdom;Western Europe;"Springer London";"1987-1996, 1998-2025";"Philosophy (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q2)";"Arts and Humanities; Computer Science"
71;21100803572;"Systems Science and Control Engineering";journal;"21642583";"Taylor and Francis Ltd.";Yes;No;0,686;Q2;38;85;236;2743;987;234;5,05;32,27;31,72;0;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2025";"Artificial Intelligence (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2)";"Computer Science; Engineering; Mathematics"
72;21101020112;"Big Data and Cognitive Computing";journal;"25042289";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,681;Q2;44;160;171;9760;812;170;4,82;61,00;32,73;1;45;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Information Systems (Q2); Management Information Systems (Q2)";"Business, Management and Accounting; Computer Science"
73;21101081506;"Journal of Financial Data Science";journal;"26403951, 26403943";"With intelligence";No;No;0,681;Q2;16;36;110;1023;184;108;1,66;28,42;13,68;0;2;United Kingdom;Western Europe;"With intelligence";"2019-2025";"Artificial Intelligence (Q2); Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Computational Theory and Mathematics (Q2); Finance (Q2); Information Systems (Q2); Information Systems and Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences; Economics, Econometrics and Finance"
74;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";"Springer London";No;No;0,670;Q2;66;67;341;2825;1265;339;4,15;42,16;26,27;0;2;United Kingdom;Western Europe;"Springer London";"1998-2025";"Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2)";"Computer Science"
75;9500154152;"Intelligent Service Robotics";journal;"18612784, 18612776";"Springer Verlag";No;No;0,669;Q2;44;50;120;1968;393;118;3,08;39,36;20,51;1;7;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computational Mechanics (Q1); Engineering (miscellaneous) (Q1); Artificial Intelligence (Q2); Mechanical Engineering (Q2)";"Computer Science; Engineering"
