Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
17;21101058910;"Internet of Things (The Netherlands)";journal;"25426605";"Elsevier B.V.";No;No;1,607;Q1;69;118;214;5768;1983;208;8,75;48,88;19,06;4;35;Netherlands;Western Europe;"Elsevier B.V.";"2018-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Management of Technology and Innovation (Q1); Software (Q1)";"Business, Management and Accounting; Computer Science; Engineering"
18;21101051831;"Intelligent Systems with Applications";journal;"26673053";"Elsevier B.V.";Yes;No;1,606;Q1;28;13;17;868;152;17;8,94;66,77;22,22;1;4;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1)";"Computer Science"
19;23640;"Advanced Engineering Informatics";journal;"14740346";"Elsevier Ltd";No;No;1,601;Q1;124;194;363;11714;3131;358;8,82;60,38;28,84;5;72;United Kingdom;Western Europe;"Elsevier Ltd";"2002-2025";"Artificial Intelligence (Q1); Information Systems (Q1)";"Computer Science"
20;18016;"Autonomous Robots";journal;"15737527, 09295593";"Springer Netherlands";No;No;1,564;Q1;135;64;312;2714;1510;302;4,09;42,41;18,30;0;4;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q1)";"Computer Science"
21;21100901150;"Data Science and Engineering";journal;"23641541, 23641185";"Springer International Publishing";Yes;Yes;1,563;-;32;30;86;1477;377;76;5,03;49,23;30,56;0;4;Switzerland;Western Europe;"Springer International Publishing";"2016-2025";"Computational Mechanics (Q1); Computer Science Applications (Q1)";"Computer Science; Engineering"
22;24777;"Minds and Machines";journal;"09246495, 15728641";"Springer Netherlands";No;No;1,555;Q1;56;30;98;1726;692;86;6,10;57,53;36,84;6;4;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Artificial Intelligence (Q1); Philosophy (Q1)";"Arts and Humanities; Computer Science"
23;21100970248;"CAAI Transactions on Intelligence Technology";journal;"24686557, 24682322";"John Wiley &amp; Sons Inc.";Yes;No;1,548;Q1;44;42;100;1742;750;95;8,54;41,48;28,87;0;3;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2017-2025";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1)";"Computer Science"
24;24140;"Artificial Intelligence in Medicine";journal;"09333657, 18732860";"Elsevier B.V.";No;No;1,497;Q1;118;139;350;8436;2873;344;8,53;60,69;27,62;3;40;Netherlands;Western Europe;"Elsevier B.V.";"1989-2025";"Artificial Intelligence (Q1); Medicine (miscellaneous) (Q1)";"Computer Science; Medicine"
25;24825;"Pattern Recognition Letters";journal;"01678655";"Elsevier B.V.";No;No;1,479;Q1;188;340;1175;11273;6461;1145;5,74;33,16;24,96;0;35;Netherlands;Western Europe;"Elsevier B.V.";"1982-2025";"Artificial Intelligence (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1)";"Computer Science"
26;26529;"Fuzzy Sets and Systems";journal;"01650114";"Elsevier B.V.";No;No;1,338;Q1;191;214;602;7793;2405;590;4,31;36,42;26,16;1;2;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Artificial Intelligence (Q1); Logic (Q1)";"Computer Science; Mathematics"
27;21101048344;"Granular Computing";journal;"23644974, 23644966";"Springer Nature";No;No;1,336;Q1;51;69;121;3486;718;118;6,67;50,52;29,63;0;2;Switzerland;Western Europe;"Springer Nature";"2016-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
28;13880;"Artificial Intelligence and Law";journal;"09248463, 15728382";"Springer Nature";No;No;1,316;Q1;52;20;47;842;249;44;5,53;42,10;21,67;7;3;Netherlands;Western Europe;"Springer Nature";"1992-1993, 1995-2025";"Artificial Intelligence (Q1); Law (Q1)";"Computer Science; Social Sciences"
29;21101019779;"Cybersecurity";journal;"20964862, 25233246";"SpringerOpen";Yes;Yes;1,242;Q1;28;38;61;1741;372;61;6,80;45,82;29,41;0;7;United Kingdom;Western Europe;"SpringerOpen";"2018-2025";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Information Systems (Q1); Software (Q1)";"Computer Science"
30;18197;"Integrated Computer-Aided Engineering";journal;"10692509, 18758835";"SAGE Publications Ltd";No;No;1,227;Q2;50;31;72;1604;392;68;5,58;51,74;19,59;0;6;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2025";"Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Software (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
31;23674;"Applied Intelligence";journal;"0924669X, 15737497";"Springer Netherlands";No;No;1,211;Q2;108;525;831;26290;4503;829;5,02;50,08;30,72;6;80;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Artificial Intelligence (Q2)";"Computer Science"
32;36450;"Design Studies";journal;"0142694X";"Elsevier Ltd";No;No;1,113;Q2;116;33;158;2362;668;149;4,43;71,58;51,09;2;4;United Kingdom;Western Europe;"Elsevier Ltd";"1979-2025";"Architecture (Q1); Arts and Humanities (miscellaneous) (Q1); Computer Science Applications (Q1); Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2)";"Arts and Humanities; Computer Science; Engineering; Social Sciences"
33;12886;"Cognitive Systems Research";journal;"13890417, 22144366";"Elsevier B.V.";No;No;1,095;Q2;73;75;318;3823;1756;314;5,98;50,97;29,84;0;6;Netherlands;Western Europe;"Elsevier B.V.";"1999-2025";"Experimental and Cognitive Psychology (Q1); Software (Q1); Artificial Intelligence (Q2); Cognitive Neuroscience (Q2)";"Computer Science; Neuroscience; Psychology"
34;21101039775;"Machine Learning: Science and Technology";journal;"26322153";"Institute of Physics Publishing";Yes;No;1,087;Q2;41;100;81;7361;476;81;5,88;73,61;21,62;3;6;United Kingdom;Western Europe;"Institute of Physics Publishing";"2020-2025";"Human-Computer Interaction (Q1); Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
35;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;1,077;Q2;61;32;126;1658;347;124;2,19;51,81;20,65;1;11;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Computer Networks and Communications (Q1); Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
36;24800;"Neural Computing and Applications";journal;"09410643, 14333058";"Springer London";No;No;1,072;Q2;146;1012;2351;48557;12706;2312;5,38;47,98;25,68;12;178;United Kingdom;Western Europe;"Springer London";"1993-2025";"Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
37;21101017244;"Drones";journal;"2504446X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,995;Q2;59;149;205;7831;1386;196;6,74;52,56;22,70;13;54;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Aerospace Engineering (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
38;15703;"Knowledge and Information Systems";journal;"02191377, 02193116";"Springer London";No;No;0,988;Q2;100;117;444;5747;1602;443;3,10;49,12;28,04;3;3;United Kingdom;Western Europe;"Springer London";"1999-2025";"Information Systems (Q1); Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
39;24354;"Journal of Automated Reasoning";journal;"15730670, 01687433";"Springer Netherlands";No;No;0,930;Q2;64;36;158;1839;290;145;1,75;51,08;19,35;1;0;Netherlands;Western Europe;"Springer Netherlands";"1985-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)";"Computer Science"
40;26803;"Journal of Pragmatics";journal;"03782166";"Elsevier B.V.";No;No;0,930;Q2;128;266;517;15059;1172;483;2,25;56,61;59,61;12;22;Netherlands;Western Europe;"Elsevier B.V.";"1977-2025";"Linguistics and Language (Q1); Artificial Intelligence (Q2)";"Computer Science; Social Sciences"
41;21100781972;"Progress in Artificial Intelligence";journal;"21926360, 21926352";"Springer Nature";No;No;0,913;Q2;32;31;91;1486;383;90;5,30;47,94;30,49;0;3;Germany;Western Europe;"Springer Nature";"2012-2025";"Artificial Intelligence (Q2)";"Computer Science"
42;12358;"International Journal of Fuzzy Systems";journal;"15622479, 21993211";"Springer International Publishing AG";No;No;0,908;Q2;67;165;577;7001;2507;569;4,06;42,43;34,78;0;19;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
43;21100199837;"Frontiers in Neurorobotics";journal;"16625218";"Frontiers Media SA";Yes;No;0,874;Q2;56;187;308;9003;1271;295;4,31;48,14;30,51;3;36;Switzerland;Western Europe;"Frontiers Media SA";"2007-2025";"Artificial Intelligence (Q2); Biomedical Engineering (Q2)";"Computer Science; Engineering"
44;21100868821;"Frontiers in Robotics and AI";journal;"22969144";"Frontiers Media SA";Yes;No;0,842;Q2;68;402;488;20604;2223;471;3,72;51,25;25,72;12;81;Switzerland;Western Europe;"Frontiers Media SA";"2014-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2)";"Computer Science"
45;21101020112;"Big Data and Cognitive Computing";journal;"25042289";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,828;Q2;44;80;129;4518;638;128;4,26;56,48;25,31;8;23;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Management Information Systems (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Information Systems (Q2)";"Business, Management and Accounting; Computer Science"
46;24360;"Journal of Intelligent and Robotic Systems: Theory and Applications";journal;"15730409, 09210296";"Springer Nature";No;No;0,816;Q2;105;244;635;10946;2250;592;3,74;44,86;17,79;3;42;Netherlands;Western Europe;"Springer Nature";"1988-2025";"Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
47;24157;"Autonomous Agents and Multi-Agent Systems";journal;"15737454, 13872532";"Springer Netherlands";No;No;0,813;Q2;82;46;106;2988;368;106;3,95;64,96;22,63;2;3;Netherlands;Western Europe;"Springer Netherlands";"1998-2025";"Artificial Intelligence (Q2)";"Computer Science"
48;24361;"Journal of Intelligent Information Systems";journal;"15737675, 09259902";"Springer Netherlands";No;No;0,805;Q2;68;52;154;2673;495;151;2,86;51,40;35,85;2;2;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
49;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";"Taylor and Francis Ltd.";No;No;0,803;Q2;24;43;55;1289;185;54;1,61;29,98;35,71;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Control and Optimization (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Signal Processing (Q2)";"Computer Science; Engineering; Mathematics"
50;9500154152;"Intelligent Service Robotics";journal;"18612784, 18612776";"Springer Verlag";No;No;0,779;Q2;44;52;94;2173;339;94;3,18;41,79;22,65;1;6;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computational Mechanics (Q1); Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
51;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";"Cambridge University Press";No;No;0,778;Q2;52;44;144;2038;279;139;1,92;46,32;16,38;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2001-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Hardware and Architecture (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
52;21100833833;"Robotics";journal;"22186581";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,764;Q2;48;133;291;5993;1032;283;3,46;45,06;16,06;6;43;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Optimization (Q2)";"Computer Science; Engineering; Mathematics"
53;21101054787;"Quantum Machine Intelligence";journal;"25244914, 25244906";"Springer Science and Business Media Deutschland GmbH";No;No;0,754;Q2;23;29;27;1465;129;26;4,78;50,52;20,00;0;0;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2019-2025";"Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
54;21101017166;"KI - Kunstliche Intelligenz";journal;"16101987, 09331875";"Springer International Publishing";No;No;0,745;Q2;34;43;152;1845;315;113;2,13;42,91;34,09;2;5;Switzerland;Western Europe;"Springer International Publishing";"2010-2025";"Artificial Intelligence (Q2)";"Computer Science"
55;21101052354;"Frontiers in Big Data";journal;"2624909X";"Frontiers Media SA";Yes;No;0,735;Q2;33;122;105;5558;403;103;3,95;45,56;27,67;10;36;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Computer Science (miscellaneous) (Q1); Artificial Intelligence (Q2); Information Systems (Q2)";"Computer Science"
56;145544;"Journal of Semantics";journal;"01675133, 14774593";"Oxford University Press";No;No;0,709;Q2;52;27;46;1461;81;46;1,27;54,11;41,46;0;0;United Kingdom;Western Europe;"Oxford University Press";"1982-1986, 1990-2024";"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2)";"Arts and Humanities; Computer Science; Social Sciences"
57;21100901156;"Journal of Reliable Intelligent Environments";journal;"21994668, 21994676";"Springer International Publishing AG";No;No;0,707;Q2;29;26;59;1141;173;47;2,58;43,88;30,14;0;5;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy"
58;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";"Springer London";No;No;0,707;Q2;66;121;300;5451;852;299;2,76;45,05;25,28;0;13;United Kingdom;Western Europe;"Springer London";"1998-2025";"Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2)";"Computer Science"
59;24774;"Knowledge Engineering Review";journal;"14698005, 02698889";"Cambridge University Press";No;No;0,681;Q2;73;12;74;1022;221;72;2,85;85,17;35,14;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1984, 1987-2025";"Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
60;19900191732;"Argument and Computation";journal;"19462166, 19462174";"SAGE Publications Ltd";Yes;No;0,657;Q2;27;19;38;1112;121;35;2,56;58,53;29,79;0;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2024";"Linguistics and Language (Q1); Artificial Intelligence (Q2); Computational Mathematics (Q2); Computer Science Applications (Q2)";"Computer Science; Mathematics; Social Sciences"
61;21101023806;"Annals of Data Science";journal;"21985812, 21985804";"Springer Science and Business Media Deutschland GmbH";No;No;0,654;Q2;32;41;112;1372;278;112;2,85;33,46;18,63;0;5;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2025";"Artificial Intelligence (Q2); Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2); Statistics, Probability and Uncertainty (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
62;21100912216;"IET Cyber-Physical Systems: Theory and Applications";journal;"23983396";"John Wiley &amp; Sons Inc.";Yes;No;0,647;Q2;23;18;94;967;277;92;2,98;53,72;28,57;0;6;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2016-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering"
63;24173;"Connection Science";journal;"13600494, 09540091";"Taylor and Francis A.S.";Yes;No;0,641;Q2;52;56;59;2313;198;56;3,60;41,30;29,56;0;7;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2025";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
64;21101058018;"Journal of Physics: Complexity";journal;"2632072X";"IOP Publishing Ltd.";Yes;No;0,641;Q2;19;87;26;5042;62;26;2,38;57,95;16,92;0;9;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2020-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science"
65;23737;"Computational Intelligence";journal;"08247935, 14678640";"Wiley-Blackwell Publishing Ltd";No;No;0,638;Q2;60;93;182;3518;539;178;3,15;37,83;32,60;1;22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Artificial Intelligence (Q2); Computational Mathematics (Q2)";"Computer Science; Mathematics"
66;21100853738;"ROBOMECH Journal";journal;"21974225";"Springer International Publishing AG";Yes;No;0,630;Q2;22;26;89;673;187;89;2,42;25,88;13,98;0;0;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2025";"Artificial Intelligence (Q2); Control and Optimization (Q2); Instrumentation (Q2); Mechanical Engineering (Q2); Modeling and Simulation (Q2)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
67;24175;"Constraints";journal;"15729354, 13837133";"Springer Netherlands";No;No;0,626;Q2;49;3;43;133;105;40;1,21;44,33;28,57;0;0;Netherlands;Western Europe;"Springer Netherlands";"1996-2024";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Software (Q2)";"Computer Science; Mathematics"
68;21100821307;"Applied Computational Intelligence and Soft Computing";journal;"16879724, 16879732";"John Wiley and Sons Ltd";Yes;No;0,611;Q2;26;32;30;1251;121;29;4,29;39,09;24,10;0;7;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2016-2024";"Artificial Intelligence (Q2); Civil and Structural Engineering (Q2); Computational Mechanics (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2)";"Computer Science; Engineering"
69;24185;"Expert Systems";journal;"14680394, 02664720";"Wiley-Blackwell Publishing Ltd";No;No;0,599;Q2;61;151;298;7358;830;282;2,83;48,73;26,55;1;22;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1984-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Control and Systems Engineering (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics"
70;24806;"Neural Processing Letters";journal;"13704621, 1573773X";"Springer Netherlands";No;No;0,597;Q2;72;222;696;9826;1882;693;2,73;44,26;28,81;1;16;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
71;23616;"AI and Society";journal;"09515666, 14355655";"Springer London";No;No;0,590;Q2;55;110;244;4997;665;211;2,85;45,43;30,73;18;23;United Kingdom;Western Europe;"Springer London";"1987-1996, 1998-2025";"Philosophy (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q3)";"Arts and Humanities; Computer Science"
72;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,590;-;78;131;345;4945;960;342;2,71;37,75;20,95;0;8;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computer Science Applications (Q2); Control and Systems Engineering (Q2); Mathematics (miscellaneous) (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics"
73;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,589;Q2;75;35;103;1388;239;100;2,20;39,66;17,65;0;2;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Control and Optimization (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Software (Q2)";"Computer Science; Decision Sciences; Mathematics"
74;12931;"Cybernetics and Systems";journal;"10876553, 01969722";"Taylor and Francis Ltd.";No;No;0,563;Q3;49;26;126;906;306;120;2,20;34,85;36,07;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Information Systems (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science"
75;21100218522;"Biologically Inspired Cognitive Architectures";journal;"2212683X";"Elsevier B.V.";No;No;0,556;Q3;28;0;52;0;87;52;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2012-2018";"Artificial Intelligence (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Neuroscience; Psychology"
76;144749;"International Journal of Advanced Robotic Systems";journal;"17298806";"SAGE Publications Inc.";Yes;No;0,549;Q3;70;130;754;4488;1789;751;2,21;34,52;23,50;1;17;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Computer Science Applications (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science"
