Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
64;21100868821;"Frontiers in Robotics and AI";journal;"22969144";"Frontiers Media SA";Yes;No;0,809;Q2;68;259;997;12817;3834;927;3,24;49,49;28,54;6;59;Switzerland;Western Europe;"Frontiers Media SA";"2014-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2)";"Computer Science"
65;21100833833;"Robotics";journal;"22186581";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,795;Q2;48;168;397;9390;1712;394;4,10;55,89;16,88;3;47;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Optimization (Q2)";"Computer Science; Engineering; Mathematics"
66;21101024218;"Applied System Innovation";journal;"25715577";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,788;Q2;35;113;281;5855;1616;275;5,73;51,81;29,18;0;48;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2024";"Industrial and Manufacturing Engineering (Q1); Applied Mathematics (Q2); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Information Systems (Q2)";"Computer Science; Engineering; Mathematics"
67;24822;"Pattern Analysis and Applications";journal;"1433755X, 14337541";"Springer London";No;No;0,783;Q2;66;115;298;5390;1222;295;4,77;46,87;30,92;0;10;United Kingdom;Western Europe;"Springer London";"1998-2025";"Artificial Intelligence (Q2); Computer Vision and Pattern Recognition (Q2)";"Computer Science"
68;21101076317;"Intelligence-Based Medicine";journal;"26665212";"Elsevier B.V.";Yes;No;0,773;Q2;15;38;48;1878;210;45;2,34;49,42;33,10;1;12;Netherlands;Western Europe;"Elsevier B.V.";"2020, 2022-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2); Health Informatics (Q2); Medicine (miscellaneous) (Q2)";"Computer Science; Medicine"
69;24774;"Knowledge Engineering Review";journal;"14698005, 02698889";"Cambridge University Press";No;No;0,769;Q2;73;10;58;588;187;56;4,57;58,80;15,38;0;4;United Kingdom;Western Europe;"Cambridge University Press";"1984, 1987-2025";"Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
70;9500154152;"Intelligent Service Robotics";journal;"18612784, 18612776";"Springer Verlag";No;No;0,764;Q2;44;42;139;1576;443;134;2,82;37,52;26,53;1;7;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computational Mechanics (Q1); Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
71;24173;"Connection Science";journal;"13600494, 09540091";"Taylor and Francis A.S.";Yes;No;0,763;Q2;52;92;213;3904;934;212;4,49;42,43;29,01;0;14;United Kingdom;Western Europe;"Taylor and Francis A.S.";"1989-2025";"Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
72;24185;"Expert Systems";journal;"14680394, 02664720";"Wiley-Blackwell Publishing Ltd";No;No;0,761;Q2;61;261;537;12075;2516;502;4,94;46,26;27,55;1;58;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1984-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Control and Systems Engineering (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics"
73;21100824892;"Law, Innovation and Technology";journal;"1757997X, 17579961";"Taylor and Francis Ltd.";No;No;0,761;Q2;27;23;50;0;170;49;3,50;0,00;40,00;4;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2024";"Computer Science (miscellaneous) (Q1); Law (Q1); Artificial Intelligence (Q2); Biotechnology (Q2); Computer Science Applications (Q2)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
74;21101017244;"Drones";journal;"2504446X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,760;Q2;59;706;654;34939;3872;647;5,69;49,49;26,96;12;174;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Aerospace Engineering (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Information Systems (Q2)";"Computer Science; Engineering"
75;21101174247;"AI (Switzerland)";journal;"26732688";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,759;Q2;27;54;135;4044;699;130;4,63;74,89;31,01;3;10;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2020-2025";"Artificial Intelligence (Q2)";"Computer Science"
76;21101062817;"Frontiers in Artificial Intelligence";journal;"26248212";"Frontiers Media SA";Yes;No;0,757;Q2;47;261;591;14577;2713;564;3,93;55,85;31,95;18;80;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Artificial Intelligence (Q2)";"Computer Science"
77;21100466219;"Journal on Data Semantics";journal;"18612040, 18612032";"Springer International Publishing AG";No;No;0,725;Q2;21;0;28;0;84;25;2,47;0,00;0,00;0;0;Switzerland;Western Europe;"Springer International Publishing AG";"2012-2021";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Information Systems (Q2)";"Computer Science"
78;21101063730;"IET Smart Cities";journal;"26317680";"John Wiley and Sons Inc";Yes;No;0,695;Q2;19;22;75;940;273;60;2,77;42,73;28,57;0;20;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2019-2025";"Urban Studies (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Social Sciences"
79;23737;"Computational Intelligence";journal;"08247935, 14678640";"Wiley-Blackwell Publishing Ltd";No;No;0,692;Q2;60;50;261;2136;901;255;3,50;42,72;25,78;0;16;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1985-2025";"Artificial Intelligence (Q2); Computational Mathematics (Q2)";"Computer Science; Mathematics"
80;24806;"Neural Processing Letters";journal;"13704621, 1573773X";"Springer Netherlands";No;No;0,692;Q2;72;585;772;27237;2817;767;3,65;46,56;29,89;2;57;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
81;21101048389;"CCF Transactions on Pervasive Computing and Interaction";journal;"25245228, 2524521X";"Springer Verlag";No;No;0,690;Q2;18;25;85;1272;293;82;2,72;50,88;34,38;0;9;Germany;Western Europe;"Springer Verlag";"2019-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Human-Computer Interaction (Q2)";"Computer Science"
82;21101052354;"Frontiers in Big Data";journal;"2624909X";"Frontiers Media SA";Yes;No;0,686;Q2;33;127;307;6494;1097;283;3,01;51,13;32,78;3;42;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Information Systems (Q2)";"Computer Science"
83;21101023806;"Annals of Data Science";journal;"21985812, 21985804";"Springer Science and Business Media Deutschland GmbH";No;No;0,682;Q2;32;71;144;2741;483;141;3,21;38,61;18,75;0;16;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2025";"Artificial Intelligence (Q2); Business, Management and Accounting (miscellaneous) (Q2); Computer Science Applications (Q2); Statistics, Probability and Uncertainty (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
84;21100900308;"Intelligenza Artificiale";journal;"17248035, 22110097";"SAGE Publications Ltd";No;No;0,679;Q2;9;16;42;673;84;39;2,11;42,06;25,00;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2018-2024";"Artificial Intelligence (Q2)";"Computer Science"
85;21100199837;"Frontiers in Neurorobotics";journal;"16625218";"Frontiers Media SA";Yes;No;0,676;Q2;56;233;604;9622;2001;565;2,90;41,30;31,51;2;42;Switzerland;Western Europe;"Frontiers Media SA";"2007-2025";"Artificial Intelligence (Q2); Biomedical Engineering (Q2)";"Computer Science; Engineering"
86;21101058018;"Journal of Physics: Complexity";journal;"2632072X";"IOP Publishing Ltd.";Yes;No;0,674;Q2;19;64;168;3261;462;168;2,75;50,95;21,20;0;9;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2020-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2)";"Computer Science"
87;28380;"Natural Language Engineering";journal;"14698110, 13513249";"Cambridge University Press";No;No;0,664;Q3;66;70;90;5395;418;86;5,05;77,07;31,92;0;5;United Kingdom;Western Europe;"Cambridge University Press";"1995-2024";"Linguistics and Language (Q1); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Social Sciences"
88;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,650;Q3;75;16;93;668;240;91;1,76;41,75;18,18;0;2;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Computer Networks and Communications (Q2); Control and Optimization (Q2); Information Systems (Q2); Management Science and Operations Research (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Decision Sciences; Mathematics"
89;21101017166;"KI - Kunstliche Intelligenz";journal;"16101987, 09331875";"Springer International Publishing";No;No;0,649;Q3;34;29;139;1084;404;106;2,66;37,38;15,19;0;7;Switzerland;Western Europe;"Springer International Publishing";"2010-2025";"Artificial Intelligence (Q3)";"Computer Science"
90;14500154734;"Evolutionary Intelligence";journal;"18645917, 18645909";"Springer Verlag";No;No;0,638;Q3;44;132;371;5658;1382;364;3,59;42,86;33,01;1;31;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computer Vision and Pattern Recognition (Q2); Mathematics (miscellaneous) (Q2); Artificial Intelligence (Q3); Cognitive Neuroscience (Q3)";"Computer Science; Mathematics; Neuroscience"
91;21100210905;"i-Perception";journal;"20416695";"SAGE Publications Ltd";Yes;No;0,629;Q3;42;53;193;1953;399;192;2,21;36,85;32,31;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2025";"Ophthalmology (Q2); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
92;21100912216;"IET Cyber-Physical Systems: Theory and Applications";journal;"23983396";"John Wiley &amp; Sons Inc.";Yes;No;0,618;Q3;23;25;81;1126;194;79;2,30;45,04;32,63;0;7;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2016-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
93;15435;"Journal of Consciousness Studies";journal;"20512201, 13558250";"Imprint Academic";No;No;0,610;Q3;77;76;215;2959;290;192;1,40;38,93;37,93;0;1;United Kingdom;Western Europe;"Imprint Academic";"1996-2025";"Philosophy (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Psychology (miscellaneous) (Q2); Artificial Intelligence (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Computer Science; Psychology"
94;21101060462;"Results in Control and Optimization";journal;"26667207";"Elsevier B.V.";Yes;No;0,610;Q3;19;138;99;6487;419;99;4,16;47,01;28,24;1;48;Netherlands;Western Europe;"Elsevier B.V.";"2020-2025";"Applied Mathematics (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Modeling and Simulation (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering; Mathematics"
95;21100790723;"Computability";journal;"22113576, 22113568";"SAGE Publications Ltd";No;No;0,599;Q3;13;19;53;544;29;51;0,43;28,63;21,21;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2012-2024";"Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Theoretical Computer Science (Q2); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
96;23673;"Applied Artificial Intelligence";journal;"10876545, 08839514";"Taylor and Francis Ltd.";Yes;No;0,598;Q3;70;107;340;3590;1312;340;3,74;33,55;33,33;1;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Artificial Intelligence (Q3)";"Computer Science"
97;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;0,595;Q3;61;35;108;1582;232;106;1,88;45,20;28,57;0;14;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Computer Networks and Communications (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
98;144749;"International Journal of Advanced Robotic Systems";journal;"17298806";"SAGE Publications Inc.";Yes;No;0,590;Q3;70;45;471;1813;1402;470;2,67;40,29;31,18;0;6;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Computer Science Applications (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
99;24175;"Constraints";journal;"15729354, 13837133";"Springer Netherlands";No;No;0,586;Q3;49;20;32;862;60;28;1,63;43,10;12,28;0;1;Netherlands;Western Europe;"Springer Netherlands";"1996-2024";"Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
100;12795;"Perception";journal;"14684233, 03010066";"SAGE Publications Inc.";No;No;0,584;Q3;106;53;223;2442;350;211;1,51;46,08;37,91;0;1;United Kingdom;Western Europe;"SAGE Publications Inc.";"1972-2025";"Ophthalmology (Q2); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
101;21101063736;"IFAC Journal of Systems and Control";journal;"24686018";"Elsevier B.V.";No;No;0,582;Q3;16;20;71;791;154;71;2,23;39,55;18,00;0;5;United Kingdom;Western Europe;"Elsevier B.V.";"2017-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Artificial Intelligence (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
102;19900191732;"Argument and Computation";journal;"19462166, 19462174";"SAGE Publications Ltd";Yes;No;0,579;Q3;27;7;43;367;85;41;1,78;52,43;33,33;0;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2024";"Linguistics and Language (Q1); Computational Mathematics (Q2); Computer Science Applications (Q2); Artificial Intelligence (Q3)";"Computer Science; Mathematics; Social Sciences"
103;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,579;Q3;78;202;488;7962;1281;486;2,52;39,42;24,35;0;33;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computational Mechanics (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Mathematics (miscellaneous) (Q2); Mechanical Engineering (Q2); Modeling and Simulation (Q2); Rehabilitation (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering; Mathematics; Medicine"
104;23617;"AI Communications";journal;"09217126";"SAGE Publications Ltd";No;No;0,573;Q3;46;18;64;700;94;61;1,65;38,89;31,75;0;2;Netherlands;Western Europe;"SAGE Publications Ltd";"1987-2024";"Artificial Intelligence (Q3)";"Computer Science"
105;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,571;Q3;59;293;468;20169;1633;462;3,45;68,84;34,36;0;142;United Kingdom;Western Europe;"Emerald Publishing";"1972-2025";"Social Sciences (miscellaneous) (Q1); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Engineering (miscellaneous) (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering; Mathematics; Social Sciences"
106;23635;"Adaptive Behavior";journal;"17412633, 10597123";"SAGE Publications Ltd";No;No;0,562;Q3;60;43;149;2728;260;118;1,71;63,44;26,61;0;3;United Kingdom;Western Europe;"SAGE Publications Ltd";"1992-2025";"Philosophy (Q1); Artificial Intelligence (Q3); Behavioral Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Arts and Humanities; Computer Science; Neuroscience; Psychology"
107;21101152520;"Robotic Intelligence and Automation";journal;"27546977, 27546969";"Emerald Publishing";No;No;0,555;Q3;53;54;211;2054;516;209;2,27;38,04;24,35;0;15;United Kingdom;Western Europe;"Emerald Publishing";"2023-2025";"Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3)";"Computer Science; Engineering"
108;15552;"Microprocessors and Microsystems";journal;"01419331";"Elsevier B.V.";No;No;0,549;Q3;59;165;1080;6874;3455;1077;2,94;41,66;19,11;0;38;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science"
109;130113;"Cognitive Processing";journal;"16124782, 16124790";"Springer Verlag";No;No;0,534;Q3;56;47;164;3187;282;161;1,65;67,81;50,63;1;4;Germany;Western Europe;"Springer Verlag";"2005-2025";"Medicine (miscellaneous) (Q2); Artificial Intelligence (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
110;21101134735;"Data Science";journal;"24518484, 24518492";"SAGE Publications Ltd";Yes;No;0,527;Q3;13;2;34;99;98;33;1,70;49,50;25,00;0;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2017, 2019-2024";"Computational Mathematics (Q2); Computer Science (miscellaneous) (Q2); Information Systems (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
111;23678;"Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM";journal;"08900604, 14691760";"Cambridge University Press";No;No;0,526;Q3;62;25;102;1711;259;98;2,58;68,44;27,16;0;3;United Kingdom;Western Europe;"Cambridge University Press";"1987-2025";"Industrial and Manufacturing Engineering (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
112;21100821307;"Applied Computational Intelligence and Soft Computing";journal;"16879724, 16879732";"John Wiley and Sons Ltd";Yes;No;0,524;Q3;26;35;106;1677;455;105;4,14;47,91;34,21;0;8;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2016-2024";"Civil and Structural Engineering (Q2); Computational Mechanics (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering"
113;24357;"Journal of Experimental and Theoretical Artificial Intelligence";journal;"13623079, 0952813X";"Taylor and Francis Ltd.";No;No;0,511;Q3;55;77;155;3941;409;155;2,71;51,18;30,23;0;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Artificial Intelligence (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
114;12409;"Multidimensional Systems and Signal Processing";journal;"15730824, 09236082";"Springer Netherlands";No;No;0,499;Q3;48;32;199;1337;526;199;2,67;41,78;32,14;0;3;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Signal Processing (Q3); Software (Q3)";"Computer Science; Mathematics"
115;21101144505;"Data and Policy";journal;"26323249";"Cambridge University Press";Yes;No;0,479;Q3;15;39;94;2085;197;94;2,09;53,46;40,20;5;26;United Kingdom;Western Europe;"Cambridge University Press";"2020-2025";"Computer Science (miscellaneous) (Q2); Public Administration (Q2); Social Sciences (miscellaneous) (Q2); Artificial Intelligence (Q3)";"Computer Science; Social Sciences"
116;12962;"Journal of Intelligent Systems";journal;"03341860, 2191026X";"Walter de Gruyter GmbH";Yes;No;0,479;Q3;35;80;309;2684;953;308;3,25;33,55;36,41;0;16;Germany;Western Europe;"Walter de Gruyter GmbH";"1991-2002, 2004-2025";"Artificial Intelligence (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
117;21100873335;"Journal of Control and Decision";journal;"23307714, 23307706";"Taylor and Francis Ltd.";No;No;0,465;Q3;24;87;111;2868;218;111;1,90;32,97;32,86;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Control and Systems Engineering (Q2); Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Control and Optimization (Q3); Human-Computer Interaction (Q3); Information Systems (Q3); Signal Processing (Q3)";"Computer Science; Engineering; Mathematics"
118;26138;"Parallel Computing";journal;"01678191";"Elsevier B.V.";No;No;0,460;Q3;72;34;146;1149;331;141;2,65;33,79;20,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"1984-2025";"Computer Graphics and Computer-Aided Design (Q2); Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
119;21101044881;"International Journal of Serious Games";journal;"23848766";"Serious Games Society";Yes;Yes;0,441;Q3;14;32;84;1559;153;71;2,02;48,72;37,21;0;5;Italy;Western Europe;"Serious Games Society";"2019-2024";"Computer Graphics and Computer-Aided Design (Q2); Education (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
120;21101092539;"Advances in Distributed Computing and Artificial Intelligence Journal";journal;"22552863";"University of Salamanca";Yes;Yes;0,422;Q3;9;29;37;1016;61;37;1,33;35,03;20,69;0;4;Spain;Western Europe;"University of Salamanca";"2019-2024";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3)";"Computer Science"
121;21101019334;"Journal of Business Analytics";journal;"2573234X, 25732358";"Taylor and Francis Ltd.";No;No;0,420;Q3;12;18;36;1197;86;35;2,72;66,50;24,14;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2018-2025";"Industrial and Manufacturing Engineering (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Artificial Intelligence (Q3); Information Systems (Q3); Management Science and Operations Research (Q3); Statistics, Probability and Uncertainty (Q3)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
122;23670;"Annals of Mathematics and Artificial Intelligence";journal;"15737470, 10122443";"Springer Netherlands";No;No;0,411;Q3;61;57;159;2171;224;147;1,33;38,09;21,64;0;6;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q3); Artificial Intelligence (Q3)";"Computer Science; Mathematics"
123;12931;"Cybernetics and Systems";journal;"10876553, 01969722";"Taylor and Francis Ltd.";No;No;0,390;Q3;49;119;140;4238;312;135;2,04;35,61;30,18;0;33;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2025";"Artificial Intelligence (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
124;21100853738;"ROBOMECH Journal";journal;"21974225";"Springer International Publishing AG";Yes;No;0,385;Q3;22;30;87;745;155;87;1,62;24,83;7,27;0;4;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2025";"Mechanical Engineering (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3); Instrumentation (Q3); Modeling and Simulation (Q3)";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
125;23917;"Journal of Intelligent and Fuzzy Systems";journal;"18758967, 10641246";"SAGE Publications Ltd";No;No;0,378;Q3;89;1394;3649;57497;7547;3632;2,11;41,25;35,27;0;347;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2024";"Engineering (miscellaneous) (Q2); Artificial Intelligence (Q3); Statistics and Probability (Q3)";"Computer Science; Engineering; Mathematics"
126;21101132923;"Internet Technology Letters";journal;"24761508";"John Wiley and Sons Inc";No;No;0,346;Q3;25;58;202;804;384;113;1,82;13,86;42,62;1;10;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2018-2025";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Information Systems (Q3); Software (Q3)";"Computer Science"
127;27190;"Machine Translation";journal;"09226567, 15730573";"Springer Science and Business Media B.V.";No;No;0,340;Q3;36;0;44;0;118;41;2,16;0,00;0,00;0;0;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"1989-2021";"Linguistics and Language (Q1); Artificial Intelligence (Q3); Software (Q3)";"Computer Science; Social Sciences"
128;21101077110;"Cognitive Computation and Systems";journal;"25177567";"John Wiley and Sons Inc";Yes;No;0,322;Q3;12;25;90;935;138;88;1,46;37,40;24,64;0;5;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2019-2025";"Artificial Intelligence (Q3); Computer Science Applications (Q3); Computer Vision and Pattern Recognition (Q3); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology"
129;11300153726;"Intelligent Data Analysis";journal;"1088467X, 15714128";"SAGE Publications Ltd";No;No;0,322;Q3;55;91;253;3618;304;236;1,07;39,76;36,05;0;14;Netherlands;Western Europe;"SAGE Publications Ltd";"1997-2024";"Artificial Intelligence (Q3); Computer Vision and Pattern Recognition (Q3); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
130;21100826286;"Fuzzy Information and Engineering";journal;"16168658, 16168666";"Tsinghua University Press";Yes;Yes;0,304;Q4;27;23;88;682;145;88;1,59;29,65;23,81;0;0;United Kingdom;Western Europe;"Tsinghua University Press";"2011, 2014-2024";"Applied Mathematics (Q3); Control and Systems Engineering (Q3); Industrial and Manufacturing Engineering (Q3); Information Systems (Q3); Logic (Q3); Management Science and Operations Research (Q3); Artificial Intelligence (Q4); Theoretical Computer Science (Q4)";"Computer Science; Decision Sciences; Engineering; Mathematics"
131;24847;"Revue d'Intelligence Artificielle (discontinued)";journal;"19585748, 0992499X";"International Information and Engineering Technology Association";No;No;0,278;Q4;25;180;269;5741;558;269;1,91;31,89;37,78;0;67;France;Western Europe;"International Information and Engineering Technology Association";"1995-2024";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
132;19900193685;"International Journal of Knowledge-Based and Intelligent Engineering Systems";journal;"13272314, 18758827";"SAGE Publications Ltd";No;No;0,267;Q4;25;37;85;2174;128;85;1,66;58,76;45,07;0;17;Netherlands;Western Europe;"SAGE Publications Ltd";"2004-2024";"Control and Systems Engineering (Q3); Artificial Intelligence (Q4); Software (Q4)";"Computer Science; Engineering"
133;21100211724;"Intelligent Decision Technologies";journal;"18724981, 18758843";"SAGE Publications Ltd";No;No;0,266;Q4;20;84;172;3718;220;163;1,04;44,26;43,72;0;18;Netherlands;Western Europe;"SAGE Publications Ltd";"2007-2024";"Computer Vision and Pattern Recognition (Q3); Artificial Intelligence (Q4); Human-Computer Interaction (Q4); Software (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Computer Science; Decision Sciences; Mathematics"
134;24258;"Inteligencia Artificial";journal;"11373601";"Asociacion Espanola de Inteligencia Artificial";Yes;Yes;0,218;Q4;16;23;61;815;83;61;1,24;35,43;32,65;0;5;Spain;Western Europe;"Asociacion Espanola de Inteligencia Artificial";"2004-2010, 2012-2025";"Artificial Intelligence (Q4); Software (Q4)";"Computer Science"
135;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";"World Scientific and Engineering Academy and Society";Yes;No;0,199;Q4;22;68;215;1692;216;215;1,04;24,88;30,28;0;10;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2008-2025";"Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
