Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
31;26803;"Journal of Pragmatics";journal;"03782166";"Elsevier B.V.";No;No;1,206;Q1;128;118;594;7067;1541;563;2,01;59,89;53,45;0;6;Netherlands;Western Europe;"Elsevier B.V.";"1977-2025";"Artificial Intelligence (Q1); Linguistics and Language (Q1)";"Computer Science; Social Sciences"
32;21100901156;"Journal of Reliable Intelligent Environments";journal;"21994668, 21994676";"Springer International Publishing AG";No;No;1,190;Q1;29;33;86;1778;695;74;6,67;53,88;22,43;0;9;Switzerland;Western Europe;"Springer International Publishing AG";"2015-2025";"Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)";"Computer Science; Energy"
33;21101048344;"Granular Computing";journal;"23644974, 23644966";"Springer Nature";No;No;1,169;Q1;51;75;236;4494;1565;235;7,33;59,92;36,36;0;11;Switzerland;Western Europe;"Springer Nature";"2016-2024";"Artificial Intelligence (Q1); Computer Science Applications (Q1); Information Systems (Q1)";"Computer Science"
34;24775;"Machine Learning";journal;"15730565, 08856125";"Springer Netherlands";No;No;1,147;Q1;175;287;411;15391;2565;408;4,19;53,63;23,46;0;16;Netherlands;Western Europe;"Springer Netherlands";"1986-2025";"Artificial Intelligence (Q1); Software (Q1)";"Computer Science"
35;21101095931;"Complex and Intelligent Systems";journal;"21994536, 21986053";"Springer International Publishing AG";Yes;No;1,143;Q1;59;461;941;23533;7019;930;6,87;51,05;32,22;1;58;Switzerland;Western Europe;"Springer International Publishing AG";"2019-2025";"Artificial Intelligence (Q1); Computational Mathematics (Q1); Engineering (miscellaneous) (Q1); Information Systems (Q1)";"Computer Science; Engineering; Mathematics"
36;24305;"International Journal of Intelligent Systems";journal;"1098111X, 08848173";"John Wiley and Sons Inc";No;No;1,141;Q1;117;94;950;4974;5598;948;5,36;52,91;31,69;0;24;United Kingdom;Western Europe;"John Wiley and Sons Inc";"1986-2024";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1); Theoretical Computer Science (Q1)";"Computer Science; Mathematics"
37;21101039775;"Machine Learning: Science and Technology";journal;"26322153";"Institute of Physics Publishing";Yes;No;1,119;Q1;41;319;412;18453;2483;412;4,97;57,85;21,48;2;23;United Kingdom;Western Europe;"Institute of Physics Publishing";"2020-2025";"Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1)";"Computer Science"
38;24800;"Neural Computing and Applications";journal;"09410643, 14333058";"Springer London";No;No;1,102;Q1;146;1375;3832;72689;26087;3781;6,52;52,86;28,05;1;315;United Kingdom;Western Europe;"Springer London";"1993-2025";"Artificial Intelligence (Q1); Software (Q1)";"Computer Science"
39;18016;"Autonomous Robots";journal;"15737527, 09295593";"Springer Netherlands";No;No;1,096;Q1;135;28;204;1225;1147;199;5,88;43,75;18,33;0;1;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q1)";"Computer Science"
40;21101054787;"Quantum Machine Intelligence";journal;"25244914, 25244906";"Springer Science and Business Media Deutschland GmbH";No;No;1,059;Q2;23;88;103;4255;628;103;5,12;48,35;18,95;0;6;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2019-2025";"Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Software (Q1); Theoretical Computer Science (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
41;21100824892;"Law, Innovation and Technology";journal;"1757997X, 17579961";"Taylor and Francis Ltd.";No;No;1,049;Q2;27;25;61;613;282;60;3,07;24,52;34,78;3;11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2024";"Biotechnology (Q1); Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Law (Q1); Artificial Intelligence (Q2)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Social Sciences"
42;24825;"Pattern Recognition Letters";journal;"01678655";"Elsevier B.V.";No;No;1,005;Q2;188;297;934;9974;4922;907;4,54;33,58;29,76;0;12;Netherlands;Western Europe;"Elsevier B.V.";"1982-2025";"Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
43;145544;"Journal of Semantics";journal;"01675133, 14774593";"Oxford University Press";No;No;0,986;Q2;52;14;65;624;81;65;1,13;44,57;36,36;0;0;United Kingdom;Western Europe;"Oxford University Press";"1982-1986, 1990-2024";"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Artificial Intelligence (Q2)";"Arts and Humanities; Computer Science; Social Sciences"
44;21101064700;"IACR Transactions on Cryptographic Hardware and Embedded Systems";journal;"25692925";"Ruhr-University of Bochum";Yes;Yes;0,985;Q2;48;81;247;3702;1202;247;3,40;45,70;18,03;0;2;Germany;Western Europe;"Ruhr-University of Bochum";"2018-2025";"Computer Graphics and Computer-Aided Design (Q1); Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Signal Processing (Q1); Software (Q1); Artificial Intelligence (Q2)";"Computer Science"
45;21101051831;"Intelligent Systems with Applications";journal;"26673053";"Elsevier B.V.";Yes;No;0,969;Q2;28;153;244;8343;1788;243;7,02;54,53;24,89;1;44;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Computer Vision and Pattern Recognition (Q1); Signal Processing (Q1); Artificial Intelligence (Q2)";"Computer Science"
46;21101147569;"Biomimetic Intelligence and Robotics";journal;"26673797, 20970242";"Elsevier B.V.";Yes;No;0,964;Q2;13;40;64;1600;394;60;6,19;40,00;22,62;0;3;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Computer Science (miscellaneous) (Q1); Control and Systems Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
47;21101017244;"Drones";journal;"2504446X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,962;Q2;59;785;1282;38375;8081;1276;6,25;48,89;26,62;0;194;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Aerospace Engineering (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Information Systems (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
48;23674;"Applied Intelligence";journal;"0924669X, 15737497";"Springer Netherlands";No;No;0,932;Q2;108;693;3294;36208;16543;3287;4,56;52,25;31,26;0;91;Netherlands;Western Europe;"Springer Netherlands";"1991-2025";"Artificial Intelligence (Q2)";"Computer Science"
49;21101062817;"Frontiers in Artificial Intelligence";journal;"26248212";"Frontiers Media SA";Yes;No;0,927;Q2;47;327;755;17734;4538;710;5,41;54,23;29,06;0;112;Switzerland;Western Europe;"Frontiers Media SA";"2018-2025";"Artificial Intelligence (Q2)";"Computer Science"
50;21101020112;"Big Data and Cognitive Computing";journal;"25042289";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,922;Q2;44;199;423;11010;3154;419;7,55;55,33;26,91;0;55;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2025";"Computer Science Applications (Q1); Information Systems (Q1); Management Information Systems (Q1); Artificial Intelligence (Q2)";"Business, Management and Accounting; Computer Science"
51;21101111783;"Smart Agricultural Technology";journal;"27723755";"Elsevier B.V.";Yes;No;0,908;Q2;33;311;373;17213;3122;371;8,48;55,35;26,07;2;179;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Agricultural and Biological Sciences (miscellaneous) (Q1); Computer Science (miscellaneous) (Q1); Artificial Intelligence (Q2)";"Agricultural and Biological Sciences; Computer Science"
52;21101170600;"Psychoradiology";journal;"26344416";"Oxford University Press";Yes;Yes;0,891;Q2;8;28;64;1807;190;60;2,18;64,54;37,39;0;1;United Kingdom;Western Europe;"Oxford University Press";"2021-2024";"Radiology, Nuclear Medicine and Imaging (Q1); Artificial Intelligence (Q2); Clinical Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2)";"Computer Science; Medicine; Neuroscience; Psychology"
53;18197;"Integrated Computer-Aided Engineering";journal;"10692509, 18758835";"SAGE Publications Ltd";No;No;0,887;Q2;50;23;83;1553;385;74;5,42;67,52;17,98;0;10;Netherlands;Western Europe;"SAGE Publications Ltd";"1993-2025";"Computational Theory and Mathematics (Q1); Software (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
54;21101132912;"Artificial Intelligence in the Life Sciences";journal;"26673185";"Elsevier B.V.";Yes;No;0,878;Q2;13;16;78;624;489;72;5,71;39,00;36,00;0;2;Netherlands;Western Europe;"Elsevier B.V.";"2021-2025";"Artificial Intelligence (Q2)";"Computer Science"
55;21101215114;"Discover Artificial Intelligence";journal;"27310809";"Springer Nature";Yes;No;0,876;Q2;15;115;87;6225;703;83;8,54;54,13;27,62;2;47;Switzerland;Western Europe;"Springer Nature";"2021-2025";"Computer Vision and Pattern Recognition (Q1); Information Systems (Q1); Artificial Intelligence (Q2); Human-Computer Interaction (Q2)";"Computer Science"
56;9500154152;"Intelligent Service Robotics";journal;"18612784, 18612776";"Springer Verlag";No;No;0,875;Q2;44;79;144;3222;760;138;5,76;40,78;29,27;0;13;Germany;Western Europe;"Springer Verlag";"2008-2025";"Computational Mechanics (Q1); Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering"
57;21101019779;"Cybersecurity";journal;"20964862, 25233246";"SpringerOpen";Yes;Yes;0,873;Q2;28;79;125;3671;785;125;5,69;46,47;31,45;0;2;United Kingdom;Western Europe;"SpringerOpen";"2018-2025";"Computer Networks and Communications (Q1); Information Systems (Q1); Artificial Intelligence (Q2); Software (Q2)";"Computer Science"
58;21101174247;"AI (Switzerland)";journal;"26732688";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,868;Q2;27;144;156;8597;1101;150;7,30;59,70;26,96;0;41;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2020-2025";"Artificial Intelligence (Q2)";"Computer Science"
59;24361;"Journal of Intelligent Information Systems";journal;"15737675, 09259902";"Springer Netherlands";No;No;0,865;Q2;68;116;189;5204;1010;186;4,91;44,86;30,85;0;21;Netherlands;Western Europe;"Springer Netherlands";"1992-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
60;21101178737;"Journal of Cybersecurity and Privacy";journal;"2624800X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,863;Q2;21;46;123;2708;779;121;6,54;58,87;19,73;0;8;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2021-2024";"Computer Science (miscellaneous) (Q1); Artificial Intelligence (Q2)";"Computer Science"
61;21101024218;"Applied System Innovation";journal;"25715577";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,842;Q2;35;131;339;6812;2252;332;5,61;52,00;24,23;0;43;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2018-2024";"Applied Mathematics (Q1); Industrial and Manufacturing Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2); Information Systems (Q2)";"Computer Science; Engineering; Mathematics"
62;21101224040;"RAS Techniques and Instruments";journal;"27528200";"Oxford University Press";Yes;No;0,837;Q2;8;57;64;3942;153;62;2,39;69,16;27,97;0;2;United Kingdom;Western Europe;"Oxford University Press";"2022-2025";"Earth and Planetary Sciences (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Artificial Intelligence (Q2); Astronomy and Astrophysics (Q2)";"Computer Science; Earth and Planetary Sciences; Engineering; Physics and Astronomy"
63;21101023806;"Annals of Data Science";journal;"21985812, 21985804";"Springer Science and Business Media Deutschland GmbH";No;No;0,832;Q2;32;142;179;6081;1006;176;6,44;42,82;32,62;0;30;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2014-2025";"Business, Management and Accounting (miscellaneous) (Q1); Artificial Intelligence (Q2); Computer Science Applications (Q2); Statistics, Probability and Uncertainty (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
64;15703;"Knowledge and Information Systems";journal;"02191377, 02193116";"Springer London";No;No;0,827;Q2;100;266;427;15073;2006;427;4,95;56,67;27,78;0;29;United Kingdom;Western Europe;"Springer London";"1999-2025";"Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
65;13880;"Artificial Intelligence and Law";journal;"09248463, 15728382";"Springer Nature";No;No;0,815;Q2;52;73;81;4285;462;81;5,34;58,70;28,13;6;12;Netherlands;Western Europe;"Springer Nature";"1992-1993, 1995-2025";"Law (Q1); Artificial Intelligence (Q2)";"Computer Science; Social Sciences"
66;21100833833;"Robotics";journal;"22186581";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,792;Q2;48;180;455;8723;2249;452;4,22;48,46;20,75;0;52;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2012-2025";"Control and Optimization (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2)";"Computer Science; Engineering; Mathematics"
67;21100803572;"Systems Science and Control Engineering";journal;"21642583";"Taylor and Francis Ltd.";Yes;No;0,783;Q2;38;116;232;4638;938;230;5,14;39,98;28,85;0;30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2025";"Control and Optimization (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2)";"Computer Science; Engineering; Mathematics"
68;23673;"Applied Artificial Intelligence";journal;"10876545, 08839514";"Taylor and Francis Ltd.";Yes;No;0,780;Q2;70;140;390;6717;2193;390;5,89;47,98;28,51;0;29;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2025";"Artificial Intelligence (Q2); Electrical and Electronic Engineering (Q2)";"Computer Science; Engineering"
69;24360;"Journal of Intelligent and Robotic Systems: Theory and Applications";journal;"15730409, 09210296";"Springer Nature";No;No;0,768;Q2;105;170;732;7720;2878;696;3,36;45,41;19,38;0;37;Netherlands;Western Europe;"Springer Nature";"1988-2025";"Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
70;26529;"Fuzzy Sets and Systems";journal;"01650114";"Elsevier B.V.";No;No;0,754;Q2;191;197;832;7355;2335;828;2,70;37,34;28,23;0;4;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Logic (Q1); Artificial Intelligence (Q2)";"Computer Science; Mathematics"
71;24185;"Expert Systems";journal;"14680394, 02664720";"Wiley-Blackwell Publishing Ltd";No;No;0,742;Q2;61;253;679;13864;3202;652;4,78;54,80;28,35;0;68;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1984-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Control and Systems Engineering (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics"
72;24157;"Autonomous Agents and Multi-Agent Systems";journal;"15737454, 13872532";"Springer Netherlands";No;No;0,738;Q2;82;49;146;2387;546;142;4,03;48,71;20,74;0;5;Netherlands;Western Europe;"Springer Netherlands";"1998-2025";"Artificial Intelligence (Q2)";"Computer Science"
73;21100868821;"Frontiers in Robotics and AI";journal;"22969144";"Frontiers Media SA";Yes;No;0,719;Q2;68;261;1050;12798;4122;965;3,09;49,03;24,58;1;63;Switzerland;Western Europe;"Frontiers Media SA";"2014-2025";"Artificial Intelligence (Q2); Computer Science Applications (Q2)";"Computer Science"
